0
Phylum CHORDATA
Class CHONDRICHTHYES
Order ORECTOLOBIFORMES
Family Ginglymostomatidae
"Ginglymostoma unami Moral-Flores, Ramírez-Antonio, Angulo &"
"Istiompax indica (Cuvier, 1832)"
"Kajikia audax (Philippi, 1887)"
"Makaira nigricans Lacepède, 1802"
"Tetrapturus angustirostris (Tanaka, 1915)"
"Tetrapturus audax (Philippi, 1887)"
Family Centrolophidae
"Seriolella violacea Guichenot, 1848"
Family Nomeidae
"Cubiceps pauciradiatus (Günther, 1872)"
"Nomeus gronovii (Gmelin, 1789)"
"Psenes arafurensis Günther, 1889"
"Psenes cyanophrys Valenciennes, 1833"
"Psenes sio (Haedrich, 1970)"
Order PLEURONECTIFORMES
Family Paralichthyidae
"Citharichthys platophrys Gilbert, 1891"
"Hippoglossina bollmani Gilbert, 1890"
"Syacium latifrons (Jordan & Gilbert, 1882)"
"Syacium maculiferum (Garman, 1899)"
"Syacium ovale (Günther, 1864)"
Family Cynoglossidae
"Symphurus atramentatus Jordan & Bollman, 1890"
"Symphurus diabolicus Mahadeva & Munroe, 1990"
"Symphurus oligomerus Mahadeva & Munroe, 1990"
"Symphurus varius Garman, 1899"
Order TETRAODONTIFORMES
Family Diodontidae
"Diodon eydouxii (Brisout de Barneville, 1846)"
Family Molidae
"Mola mola (Linnaeus, 1758)"
"Ranzania laevis (Pennant, 1776)"
