Scientific name
Chiloscyllium punctatum
Halaelurus boesemani
Mustelus sp. A
Carcharhinus cautus
Carcharhinus melanopterus
Carcharhinus obscurus
Carcharhinus plumbeus
Rhizoprionodon acutus
Hemigaleus australiensis
Rhina ancylostoma
Rhynchobatus australiae
Aptychotrema vincentiana
Narcine westraliensis
Hypnos monopterygium
Dasyatis kuhlii
Dasyatis leylandi
Himantura sp. (toshi?)
Himantura toshi
Himantura uarnak
Taeniura meyeni
Gymnura australis
Trygonoptera ovalis
Aetobatus narinari
Gymnothorax woodwardi
Oxyconger leptognathus
Ariosoma sp.
Gnathophis longicaudus
Gnathophis sp.
Uroconger lepturus
Herklotsichthys lippa
Sardinella gibbosa
Sardinella lemuru
Sardinella sp.
Spratelloides robustus?
Engraulis australis
Saurida undosquamis
Synodus dermatogenys
Synodus doaki
Synodus tectus
Synodus sageneus
Trachinocephalus myops
Gonorynchus greyi
Euristhmus microceps
Paraplotosus albilabris
Paraplotosus sp.
Plotosus lineatus
Halophryne ocellatus
Antennarius striatus
Tathicarpus butleri
Bregmaceros sp.
Cheilopogon sp.
Euleptorhamphus viridis
Hemiramphus robustus
Ablennes hians
Metavelifer multiradiatus
Velifer hypselopterus
Fistularia commersonii
Filicampus tigris
Haliichthys taeniophorus
Hippocampus angustus
Hippocampus biocellatus
Hippocampus planifrons
Stigmatopora argus
Syngnathoides biaculeatus
Trachyrhamphus bicoarctatus
Apistus carinatus
Dendrochirus brachypterus
Inimicus sinensis
Minous versicolor
Paracentropogon vespa
Pterois volitans
Scorpaena gasta
Synanceia horrida
Lepidotrigla sp.
Aploactis aspera
Kanekonica queenslandica
Paraploactis intonsa
Peristrominous dolosus
Papilloculiceps bosschei
Papilloculiceps nematophthalmus
Inegocia japonica
Onigocia spinosa
Platycephalus arenarius
Platycephalus endrachtensis
Platycephalus longispinis
Sorsogona tuberculata
Thysanophrys cirronasa
Dactyloptena orientalis
Dactyloptena papilio
Pegasus volitans
Hypopterus macropterus
Psammoperca waigiensis
Caesioscorpis theagenes
Centrogenys vaigiensis
Epinephelus rivulatus
Assiculus punctatus
Pelates quadrilineatus
Pelates sexlineatus
Terapon puta
Terapon theraps
Priacanthus macracanthus
Priacanthus tayenus
Apogon brevicaudatus
Apogon cavitiensis
Apogon monospilus
Apogon nigripinnis
Apogon poecilopterus
Apogon quadrifasciatus
Apogon rueppellii
Apogon semilineatus
Apogon victoriae
Foa brachygramma
Siphamia roseigaster
Sillago burrus
Sillago robusta
Sillago schomburgkii
Pomatomus saltatrix
Echeneis naucrates
Alepes apercna
Alepes cf. djedaba
Carangoides chrysophrys
Carangoides hedlandensis
Carangoides malabaricus
Carangoides talamparoides
Decapterus russelli
Gnathanodon speciosus
Parastromateus niger
Pseudocaranx dinjerra
Selar boops
Selaroides leptolepis
Seriolina nigrofasciata
Trachurus novaezelandiae
Gazza minuta
Leiognathus bindus
Leiognathus leuciscus
Leiognathus moretoniensis
Secutor insidiator
Lutjanus carponotatus
Lutjanus malabaricus
Nemipterus celebicus
Nemipterus furcosus
Nemipterus peronii
Pentapodus porosus
Pentapodus vitta
Scaevius milii
Gerres subfasciatus
Diagramma labiosum
Pomadasys kaakan
Lethrinus genivittatus
Lethrinus punctulatus
Lethrinus laticaudis
Argyrops spinifer
Pagrus auratus
Rhabdosargus sarba
Argyrosomus hololepidotus
Parupeneus barberinoides
Parupeneus chrysopleuron
Parupeneus spilurus
Upeneichthys stotti
Upeneus asymmetricus
Upeneus sulphureus
Upeneus tragula
Parapriacanthus ransonneti
Pempheris ypsilychnus
Microcanthus strigatus
Platax batavianus
Zabidius novemaculeatus
Chaetodon assarius
Parachaetodon ocellatus
Amphiprion clarkii
Chromis fumea
Pristotis obtusirostris
Cheilodactylus gibbosus
Sphyraena obtusata
Choerodon cauteroma
Choerodon cephalotes
Pteragogus enneacanthus
Suezichthys soelae
Odax acroptilus
Leptoscarus vaigiensis
Scarus sp.
Parapercis nebulosa
Ichthyscopus insperatus
Uranoscopus bicinctus
Uranoscopus cognatus
Petroscirtes breviceps
Congrogadus subducens
Heteroclinus roseus
Calliurichthys grossi
Dactylopus dactylopus
Pseudocalliurichthys goodladi
Repomucenus calcaratus
Repomucenus sublaevis
Orbonymus rameus
Amblyeleotris sp.?
Cryptocentrus sp.
Oplopomus caninoides
Priolepis semidoliatus
Yongeichthys nebulosus
Siganus nebulosus
Scomberomorus queenslandicus
Asterorhombus intermedius
Crossorhombus azureus
Engyprosopon grandisquama
Engyprosopon sp. 1?
Grammotobothus pennatus
Pseudorhombus argus
Pseudorhombus arsius
Pseudorhombus elevatus
Pseudorhombus jenynsii
Pseudorhombus spinosus
Aesopia cornuta
Aseraggodes melanospilos
Phyllichthys sp.
Zebrias cancellatus
Zebrias craticulus
Cynoglossus maccullochi
Paraplagusia bilineata
Abalistes stellatus
Anacanthus barbatus
Cantheschenia longipinnis
Chaetodermis penicilligera
Colurodontis paxmani
Eubalichthys caeruleoguttatus
Monacanthus chinensis
Paramonacanthus choirocephalus
Pseudomonacanthus peroni
Scobinichthys granulatus
Stephanolepis sp.
Lactoria diaphana
Rhynchostracion nasus
Tetrosomus reipublicae
Arothron hispidus
Arothron stellatus
Lagocephalus lunaris
Lagocephalus sceleratus
Polyspina piosae
Torquigener pallimaculatus
Torquigener pleurogramma
Torquigener whitleyi
Tragulichthys jaculiferus
