datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited	isolatedfrom	isolator	isolationmethod	conditionsforgrowth	geneticallymodified	genotype	mutant	race	alternatestate	strainproperties	strainapplications	formofsupply	restrictions	biologicalrisks	pathogenicity
2022-05-09T10:45:42	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1049	Animalia	Chordata			Gobiidae	Coryphopterus	dicrus		Coryphopterus dicrus	Bohlke & Robins, 1960		2008	03	07	H. T. Pinheiro					J.-C. Joyeux & C. R. Pimentel	2008	10	28		Itapemirim	Ilha dos Franceses	-20,926	-40,752	-40.752	-20.926								Formol 10% -> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	0		UFES	CIUFES	131491	Animalia	Chordata			Centropomidae	Centropomus	parallelus		Centropomus parallelus	Poey, 1860		1991	09	08															0	0									7				<nO>Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	0		UFES	CIUFES	4046	Animalia	Chordata				#Value!	#value!		#Value! #value!																				0	0													<nO>Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Rio Grande do Norte	UFES	CIUFES	3250	Animalia	Chordata			Blenniidae	Ophioblennius	trinitatis		Ophioblennius trinitatis	(Miranda Ribeiro, 1919)		2014	09	24	R. Andrades					R. Andrades						Atol das Rocas	-3,857	-33,818	-33.818	-3.857								Formol 10% -> Álcool 70%	9				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:51	PreservedSpecimen	Brasil	Ceará	UFES	CIUFES	3623	Animalia	Chordata			Lutjanidae	Lutjanus	jocu		Lutjanus jocu	(Bloch & Schneider, 1801)		2015	08		R. Andrades, R. Macieira, J-C. Joyeux, T. Giarrizzo & J. A. Reis-Filho					R. Andrades					Jericoacoara	Jericoacoara	-2,791	-40,526	-40.526	-2.791								Gelo -> Formol 10%	1				<nO>Poças de maré + Eugenol / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:50	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130237	Animalia	Chordata			Labrisomidae	Labrisomus	nuchipinnis		Labrisomus nuchipinnis	(Quoy & Gaimard, 1824)		1982	11	30	P. S. B. Barbosa										Serra	Praia de Capuba - Jacaraípe	-20,203	-40,195	-40.195	-20.203									2				<nO>Coletado em poça. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:41	PreservedSpecimen	Brasil		UFES	CIUFES	78	Animalia	Chordata			Gobiidae	Awaous	flavus		Awaous flavus			2005	07	14	J-C. Joyeux											Loja de aquário			0	0								Álcool 92,8%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:44	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	2918	Animalia	Chordata			Gobiidae	Lythrypnus	brasiliensis		Lythrypnus brasiliensis	(Greenfield, 1988)		2013	02	16	J-C. Joyeux					J-C. Joyeux						Parque Nacional Marinho, Abrolhos	-17,967	-38,698	-38.698	-17.967								Álcool 93%	1				<nO>Coordenadas estimas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:55	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1809	Animalia	Chordata			Sciaenidae	Larimus	breviceps		Larimus breviceps	(Cuvier, 1830)		1987	12	03	J. L. Gasparini; V. H. Gasparini					L.M.Sarmento-Soares					Vitória	Entre o pier de Tubarão & Ilha dos Frades	-20,319	-40,338	-40.338	-20.319								Álcool 70%	2				<nO>20º19'09"S /40º20'16"W; Presente;</nO>																					
2022-12-15T10:28:34	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4258	Animalia	Chordata			Eleotridae	Eleotris	pisonis		Eleotris pisonis	(Gmelin, 1789)		2020	07		H. Guabiroba & R. Andrades					H. Guabiroba & R. Andrades					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	36				<nO>Picaré + peneira / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:58	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	316	Animalia	Chordata			Paralichthyidae	Syacium	papillosum		Syacium papillosum	(Linnaeus, 1758)		2007	08	10	H. T. Pinheiro					Pimentel, C. R. & Pinheiro, H. T.	2007	08	13		Aracruz	Foz do sistema estuarino dos rios Piraquê-açú & Piraquê-mirim, Santa Cruz	-19,95	-40,17	-40.17	-19.95								Formol 10% -> Álcool 70%	2				<nO>Fauna acompanhante da pesca de camarão; 5 km da foz do sistema estuarino. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:33	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3213	Animalia	Chordata			Holocentridae	Holocentrus	adscensionis		Holocentrus adscensionis	(Osbeck, 1765)		2014	02	12	L. R. Bonesi					L. R. Bonesi					São Mateus	Barra Nova	-18,95	-39,74	-39.74	-18.95								Formol 10% -> Álcool 70%	1				<nO>Coletado em arrasto. EIA-LIQUIPORT.; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	210	Animalia	Chordata			Chaenopsidae	Emblemariopsis	signifer		Emblemariopsis signifer	(Ginsburg, 1942)		2005	11	07	J-C. Joyeux & R. M. Macieira										Guarapari	Ilha Escalvada	-20,7	-40,4	-40.4	-20.7					14	14		Formol 10% -> Álcool 70%					<nO>20S 42' /40W 24'; Presente;</nO>																					
2022-05-09T10:45:42	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2138	Animalia	Chordata			Gobiidae	Coryphopterus	thrix		Coryphopterus thrix	Bohlke & Robins, 1960		2011	04	18	Expedição Cadeia Vitória-Trindade											Banco Vitoria	-20,673	-37,888	-37.888	-20.673								Álcool 92,8%	1				<nO>Coletado com puçá + Q. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:46	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	2509	Animalia	Chordata			Gobiidae	Lythrypnus	sp.		Lythrypnus sp.			2013	04	06	R. M. Macieira & T. Simon					R. M. Macieira					Fernando de Noronha	Ressurreta	-3,824	-32,409	-32.409	-3.824								Álcool 96%	1				<nO>Coletado com Puçá + Q. Foto R. M. Macieira. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:51	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2118	Animalia	Chordata			Lobotidae	Lobotes	surinamensis		Lobotes surinamensis	(Bloch, 1790)		2011	02	03	J. L. Gasparini					J. L. Gasparini					Vitória	Baía de Vitória	-20,315255	-40,301767	-40.301767	-20.315255								Formol 10% -> Álcool 70%	1				<nO>Coletado com balão. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:31	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1947	Animalia	Chordata			Muraenidae	Gymnothorax	ocellatus		Gymnothorax ocellatus	(Agassiz, 1831)		2008	03	05	H. T. Pinheiro					H. T. Pinheiro.					Itapemirim	Praia de Itaoca	-20,921	-40,786	-40.786	-20.921								Formol 10% -> Álcool 70%	1				<nO>Coletado em arrasto de balão na lama. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:58	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	956	Animalia	Chordata			Paralichthyidae	Syacium	papillosum		Syacium papillosum	(Linnaeus, 1758)		2006	01	17	T. Simon et al.					C. R. Pimentel & L. B. Stocco	2008	08	19		Guarapari	Litoral de Guarapari	-20,7	-40,3	-40.3	-20.7								Formol 10% -> Álcool 70%	2				<nO>Coletado com linha de mão com isca de peixe. 355453 m S/7711447 m E; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	3928	Animalia	Chordata			Mullidae	Pseudupeneus	maculatus		Pseudupeneus maculatus	(Bloch, 1793)		2019	10	19	J.C. Joyeux, J.L. Gasparini, R. Macieira, H. Pinheiro et. al.					J.L.Gasparini						Fernando de Noronha - Buraco do Inferno, PE	-3,865	-32,415	-32.415	-3.865								Formol 10% --> Álcool 70%	1				<nO>HTP 968 / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	França	85	UFES	CIUFES	1151	Animalia	Chordata			Blenniidae	Lipophrys	pholis		Lipophrys pholis	(Linnaeus, 1758)		2008	09	02	J-C. Joyeux					J.-C. Joyeux	2009	01	07		Les Sables D'Olonne	La Chaume	46,5	-1,81	-1.81	46.5								Formol 10% -> Álcool 70%	7				<nO>Coletado com puçá manual em poça de maré; 46N 29' 36" /01W 48' 51"; Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	0		UFES	CIUFES	4077	Animalia	Chordata				#Value!	#value!		#Value! #value!																				0	0													<nO>Presente;</nO>																					
2022-05-09T10:45:56	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	131116	Animalia	Chordata			Serranidae	Alphestes	afer		Alphestes afer	(Bloch, 1793)		1988	09	12	C. Zamprogno & alunos					J. L. Helmer	1988	09	26		Serra	Praia de Manguinhos - Jacaraipe	-20,203	-40,195	-40.195	-20.203									1				<nO>Coletado em poça de maré. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-11-30T14:57:06	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3802	Animalia	Chordata			Engraulidae	Anchoa	januaria		Anchoa januaria	(Steindachner, 1879)		2019	06	09	H. Guabiroba et al.					H. Guabiroba					Aracruz	Piraquê-Açú, ES (Interno)	-19,57050	-40,11457	-40.11457	-19.5705								Formol 10% --> Álcool 70%	4				<nO>Arrasto com portas/ PA0U2 / Coordenadas obtidas in situ.; Presente;</nO>																					
2022-05-09T10:45:54	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	131567	Animalia	Chordata			Scaridae	Sparisoma	sp.		Sparisoma sp.			1977	02		J. L. Helmer										Vitória	Ilha do Frade	-20,301	-40,279	-40.279	-20.301									1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:49	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	2582	Animalia	Chordata			Labridae	Halichoeres	poeyi		Halichoeres poeyi	(Steindachner, 1867)		2013	02	16	J-C. Joyeux					R. M. Macieira						Parque Nacional Marinho, Abrolhos	-17,967	-38,698	-38.698	-17.967								Álcool 92,8%	2				<nO>Coletado com Puçá + Q. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:35	PreservedSpecimen	Brasil	Paraná	UFES	CIUFES	2633	Animalia	Chordata			Blenniidae	Hypleurochilus	fissicornis		Hypleurochilus fissicornis	(Quoy & Gaimard, 1824)		2012	06	06	A. Kassuga					J-C. Joyeux & R. M. Macieira					Paranaguá	Iate Clube, Baía de Paranaguá	-25,515	-48,498	-48.498	-25.515								Álcool 92,8%	1				<nO>Coletado com puçá. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:47	PreservedSpecimen	Brasil	Ceará	UFES	CIUFES	3618	Animalia	Chordata			Haemulidae	Haemulon	parra		Haemulon parra	(Desmarest, 1823)		2015	08		R. Andrades, R. Macieira, J-C. Joyeux, T. Giarrizzo & J. A. Reis-Filho					R. Andrades					Jericoacoara	Jericoacoara	-2,789	-40,524	-40.524	-2.789								Gelo -> Formol 10%	3				<nO>Poças de maré + Eugenol / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3861	Animalia	Chordata			Scorpaenidae	Scorpaena	plumieri		Scorpaena plumieri	Bloch, 1789		2019	08	31	R. Andrades, F. Toscano, T. Quintão					R. Andrades, F. Toscano, T. Quintão					Serra	Manguinhos,ES	-20,1950	-40,1897	-40.1897	-20.195								Formol 10% --> Álcool 70%	2				<nO>Eugenol + puçá em poça de maré/ Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130663	Animalia	Chordata			Centropomidae							1978	01	15	J. L. Helmer										Guarapari	Barra do rio Una	-20,65	-40,51	-40.51	-20.65									1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:58	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1998	Animalia	Chordata			Achiridae	Trinectes	microphthalmus		Trinectes microphthalmus	(Chabanaud, 1928)		2011	01	15	R. M. Macieira					R. M. Macieira					Anchieta	Baía de Anchieta	-20,835	-40,622	-40.622	-20.835								Formol 10% -> Álcool 70%	1				<nO>Coletado em arrasto de balão. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	13	Animalia	Chordata			Eleotridae	Dormitator	maculatus		Dormitator maculatus	(Bloch, 1790)		2004	02	17	J-C. Joyeux & James van Tassell					J. V. Tassell					Aracruz	Santa Cruz; entre a Praia Grande & a Praia Escondida; poça de maré	-19,93	-40,12	-40.12	-19.93								Álcool 92,8%	1				<nO>Coletado com puçá. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:55	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1897	Animalia	Chordata			Sciaenidae	Menticirrhus	americanus		Menticirrhus americanus	(Linnaeus, 1758)					H. T. Pinheiro; J. M. Madureira; R. P. Molina					H. T. Pinheiro					Itapemirim	Ilha dos Franceses	-20,926	-40,752	-40.752	-20.926								Formol 10% -> Álcool 70%	3				<nO>Coletado com balão na lama de Itaoca. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130748	Animalia	Chordata			Monacanthidae	Stephanolepis	hispida		Stephanolepis hispida	(Linnaeus, 1758)		1987	07		J. L. Helmer										Vitória	Baía de Camburi	-20,31	-40,33	-40.33	-20.31									1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2367	Animalia	Chordata			Scorpaenidae	Scorpaena	dispar		Scorpaena dispar	(Longley & Hildebrand, 1940)		2012	04	13	T. Simon & H. T. Pinheiro					R. M. Macieira					Linhares	Plataforma Peroá	-19,577	-39,264	-39.264	-19.577								Álcool 96%	1				<nO>Coletado com Puçá + Q. 1934,613' S /3915,832' W; Presente;</nO>																					
2022-05-09T10:45:53	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1641	Animalia	Chordata			Pomacentridae	Abudefduf	saxatilis		Abudefduf saxatilis	(Linnaeus, 1758)		2003	07	16	R. L. Teixeira & E. H. de Barros					R. L. Teixeira					Vila Velha	Praia da Costa	-20,329	-40,292	-40.292	-20.329								Álcool 70%	4				<nO>20º19'46"S /40º17'32"W; Presente;</nO>																					
2022-05-09T10:45:41	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130844	Animalia	Chordata			Gerreidae	Eucinostomus	melanopterus		Eucinostomus melanopterus			1981	03	28	C. Zamprogno & J. L. Helmer					C. Zamprogno					Piúma	Rio Iconha	-20,83	-40,7	-40.7	-20.83									9				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:49	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1701	Animalia	Chordata			Labridae	Halichoeres	poeyi		Halichoeres poeyi	(Steindachner, 1867)		1998	01	01	J. L. Gasparini					J. L. Gasparini					Guarapari	Arquipélago das Três Ilhas	-20,65	-40,51	-40.51	-20.65								Álcool 70%	3				<nO>20º39'28"S /40º30'39"W; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Rio de Janeiro	UFES	CIUFES	3069	Animalia	Chordata			Chaenopsidae	Emblemariopsis	signifer		Emblemariopsis signifer	(Ginsburg, 1942)		2014	03	09	T. Simon					T. Simon					Rio de Janeiro	Praia da Urca	-22,902	-43,207	-43.207	-22.902								Álcool 93%	6				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:54	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	445	Animalia	Chordata			Sciaenidae	Cynoscion	microlepidotus		Cynoscion microlepidotus			1978	08	22	J. L. Helmer					C. R. Pimentel & H. T. Pinheiro					Vitória	Baía de Camburi	-20,31	-40,33	-40.33	-20.31								Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:58	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130192	Animalia	Chordata			Cynoglossidae	Symphurus	plagusia		Symphurus plagusia			1983	01	29	J. L. Helmer										Aracruz	Rio Piraquê-açú	-19,951	-40,173	-40.173	-19.951									2				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	3946	Animalia	Chordata			Haemulidae	Anisotremus	surinamensis		Anisotremus surinamensis	(Bloch, 1791)		2019	10	19	J.C. Joyeux, J.L. Gasparini, R. Macieira, H. Pinheiro et. al.					J.C. Joyeux, J.L. Gasparini, R. Macieira, H. Pinheiro et. al.						Fernando de Noronha - Buraco do Inferno, PE	-3,865	-32,415	-32.415	-3.865								Formol 10% --> Álcool 70%	1				<nO>HTP 973 / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:34	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	131067	Animalia	Chordata			Mugilidae							1977	04												Serra	Manguinhos	-20,203	-40,195	-40.195	-20.203									14				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:31	PreservedSpecimen	0		UFES	CIUFES	1530	Animalia	Chordata																											0	0													<nO>Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2410	Animalia	Chordata			Tetraodontidae	Canthigaster	figueiredoi		Canthigaster figueiredoi	(Moura & Castro, 2002)		2012	05	29	T. Simon & H. T. Pinheiro					T. Simon					Linhares	Plataforma Peroá	-19,577	-39,264	-39.264	-19.577								Álcool 96%	1				<nO>Coletado com Puçá + Q. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-11-30T14:57:06	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1746	Animalia	Chordata			Clupeidae	Lile	piquitinga		Lile piquitinga	(Schreiner & Miranda Ribeiro, 1903)		2000	06	01	R. L. Teixeira					J.L.Gasparini	2022	09	12		Aracruz	Barra do Sahy	-19,82	-40,273	-40.273	-19.82								Álcool 70%	15				<nO>19º49'13"S /40º16'23"W; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130597	Animalia	Chordata			Syngnathidae	Microphis	brachyurus lineatus		Microphis brachyurus lineatus	(Kaup, 1856)		1981	08	21	C. Zamprogno & J. L. Helmer					E. C. Perrone	1985	09			Piúma		-20,83	-40,7	-40.7	-20.83									12				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:49	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	942	Animalia	Chordata			Haemulidae	Haemulon	steindachneri		Haemulon steindachneri	(Jordan & Gilbert, 1882)		2006	04	20	T. Simon et al.					C. R. Pimentel & L. B. Stocco	2008	08	14		Guarapari	Litoral de Guarapari	-20,7	-40,3	-40.3	-20.7								Formol 10% -> Álcool 70%	1				<nO>Coletado com linha de mão com isca de camarão. 355542 m S/7712272 m E; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3429	Animalia	Chordata			Echeneidae	Echeneis	naucrates		Echeneis naucrates	Linnaeus, 1758		2017	04	11	C. C. Villar e C. R. Pimentel					C. C. Villar e C. R. Pimentel					São Mateus	Recifes da Barra Nova, São Mateus	-18,465	-39,309	-39.309	-18.465								Formol 10% -> Álcool 70%	1				<nO>Foto - Pimentel / C. R Ponto#R06 18º46.574'S - 39º30.924'O; Presente;</nO>																					
2022-12-15T10:28:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4141	Animalia	Chordata			Ariidae	Paragenidens	grandoculis		Paragenidens grandoculis	(Steindachner 1877)		2021	01	07	H. Guabiroba et. al.					H. Guabiroba					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,38789	-39,49043	-39.49043	-19.38789								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas/ RD2UC2/ Estômago retirado / Coordenadas obtidas in situ.; Presente;</nO>																					
2022-05-09T10:45:54	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	131534	Animalia	Chordata			Pomacentridae	Stegastes	variabilis		Stegastes variabilis	(Castelnau, 1855)		1982	07	07	E. B. Santana, W. D. Reis, E. C. Perrone, R. Teixeira & C. Zamprogno.					C. R. Pimentel	2007	08	29		Vitória	Ilha do Frade	-20,301	-40,279	-40.279	-20.301								Álcool	3				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
