Local Endemism,
,
Only Inside area A,
"14 records found, 14 Confirmed",
Probable,Confirmed
Carcharhinus melanopterus,*
Ogilbia cocoensis,*
Peristedion nesium,*
Halichoeres salmofasciatus,*
Axoclinus cocoensis,*
Gillellus chathamensis,*
Acanthemblemaria atrata,*
Gobiesox woodsi,*
Tomicodon vermiculatus,*
Chriolepis dialepta,*
Chriolepis atrimelum,*
Lythrypnus cobalus,*
Lythrypnus lavenbergi,*
Lythrypnus alphigena,*
