Family,Species,English,Species_indicator_list,Feeding_guild_code,Survey_Date,Year,Transect,Depth,Site,Actual_size,Amount,Size_Class,Median_size_class,Biomass_g
Balistidae,Sufflamen.chrysopterum,Flagtail.Triggerfish,Yes,IN,12/20/2017,2017,ARM03_5m_3,5m,ARM03,NA,3,2,7,18.69671165
Balistidae,Sufflamen.chrysopterum,Flagtail.Triggerfish,Yes,IN,12/2/2018,2018,ARM05_15m_2,15m,ARM05,NA,3,2,7,18.69671165
Balistidae,Sufflamen.chrysopterum,Flagtail.Triggerfish,Yes,IN,12/23/2021,2021,ARM12_5m_3,5m,ARM12,NA,3,2,7,18.69671165
Chaetodontidae,Chaetodon.citrinellus,Speckled.Butterflyfish,Yes,IN,12/14/2018,2018,ARM07_15m_1,15m,ARM07,NA,2,2,7,18.01105219
Chaetodontidae,Chaetodon.citrinellus,Speckled.Butterflyfish,Yes,IN,11/20/2019,2019,ARM07_5m_1,5m,ARM07,NA,2,2,7,18.01105219
Serranidae,other.grouper,Grouper,Yes,PI,1/28/2015,2014,ARM07_5m_1,5m,ARM07,NA,4,2,7,23.44977446
Serranidae,other.grouper,Grouper,Yes,PI,12/10/2016,2016,ARM09_2m_1,2m,ARM09,NA,4,2,7,23.44977446
Serranidae,other.grouper,Grouper,Yes,PI,12/20/2017,2017,ARM02_15m_2,15m,ARM02,NA,4,2,7,23.44977446
Serranidae,other.grouper,Grouper,Yes,PI,12/23/2017,2017,ARM09_2m_2,2m,ARM09,NA,4,2,7,23.44977446
Serranidae,other.grouper,Grouper,Yes,PI,11/27/2021,2021,ARM09_2m_2,2m,ARM09,NA,4,2,7,23.44977446
Serranidae,Cephalopholis.nigripinnis,Blackfin.Rock.Cod,Yes,PI,12/7/2016,2016,ARM07_15m_1,15m,ARM07,NA,3,2,7,19.83842373
Serranidae,Cephalopholis.nigripinnis,Blackfin.Rock.Cod,Yes,PI,12/9/2016,2016,ARM06_5m_1,5m,ARM06,NA,3,2,7,19.83842373
Serranidae,Cephalopholis.nigripinnis,Blackfin.Rock.Cod,Yes,PI,12/12/2016,2016,ARM01_15m_2,15m,ARM01,NA,3,2,7,19.83842373
Serranidae,Cephalopholis.nigripinnis,Blackfin.Rock.Cod,Yes,PI,1/8/2019,2018,ARM12_5m_1,5m,ARM12,NA,3,2,7,19.83842373
Serranidae,Cephalopholis.nigripinnis,Blackfin.Rock.Cod,Yes,PI,11/12/2018,2018,ARM03_15m_1,15m,ARM03,NA,3,2,7,19.83842373
Serranidae,Cephalopholis.nigripinnis,Blackfin.Rock.Cod,Yes,PI,11/13/2018,2018,ARM02_15m_3,15m,ARM02,NA,3,2,7,19.83842373
Serranidae,Cephalopholis.nigripinnis,Blackfin.Rock.Cod,Yes,PI,12/5/2018,2018,ARM04_15m_1,15m,ARM04,NA,3,2,7,19.83842373
Serranidae,Cephalopholis.nigripinnis,Blackfin.Rock.Cod,Yes,PI,11/18/2019,2019,ARM01_5m_2,5m,ARM01,NA,3,2,7,19.83842373
Serranidae,Cephalopholis.nigripinnis,Blackfin.Rock.Cod,Yes,PI,11/18/2021,2021,ARM01_5m_1,5m,ARM01,NA,3,2,7,19.83842373
Serranidae,Cephalopholis.nigripinnis,Blackfin.Rock.Cod,Yes,PI,11/18/2021,2021,ARM01_5m_3,5m,ARM01,NA,3,2,7,19.83842373
Serranidae,Cephalopholis.nigripinnis,Blackfin.Rock.Cod,Yes,PI,11/30/2021,2021,ARM04_15m_2,15m,ARM04,NA,3,2,7,19.83842373
Serranidae,Cephalopholis.nigripinnis,Blackfin.Rock.Cod,Yes,PI,11/30/2021,2021,ARM04_15m_3,15m,ARM04,NA,3,2,7,19.83842373
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/2/2016,2016,ARM04_5m_3,5m,ARM04,NA,2,2,7,34.96088094
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/9/2016,2016,ARM06_15m_1,15m,ARM06,NA,2,2,7,34.96088094
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/21/2017,2017,ARM07_5m_2,5m,ARM07,NA,2,2,7,34.96088094
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/21/2019,2019,ARM08_5m_2,5m,ARM08,NA,2,2,7,34.96088094
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/17/2021,2021,ARM06_5m_3,5m,ARM06,NA,2,2,7,34.96088094
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/18/2021,2021,ARM02_15m_1,15m,ARM02,NA,2,2,7,34.96088094
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/18/2021,2021,ARM02_5m_2,5m,ARM02,NA,2,2,7,34.96088094
Acanthuridae,Ctenochaetus.sp,Bristletooth,Yes,HV,12/6/2016,2016,ARM02_15m_2,15m,ARM02,NA,23,1,3,35.48130558
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,10/31/2014,2014,ARM01_5m_1,5m,ARM01,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/29/2016,2016,ARM03_15m_1,15m,ARM03,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/1/2016,2016,ARM05_5m_1,5m,ARM05,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/6/2016,2016,ARM02_5m_1,5m,ARM02,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/10/2016,2016,ARM09_2m_1,2m,ARM09,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/12/2016,2016,ARM01_15m_2,15m,ARM01,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/12/2016,2016,ARM01_5m_1,5m,ARM01,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/18/2017,2017,ARM01_15m_3,15m,ARM01,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/20/2017,2017,ARM02_15m_3,15m,ARM02,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/14/2018,2018,ARM06_15m_2,15m,ARM06,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/15/2018,2018,ARM09_2m_2,2m,ARM09,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/23/2019,2019,ARM01_15m_2,15m,ARM01,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/23/2019,2019,ARM09_2m_2,2m,ARM09,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/17/2021,2021,ARM06_5m_2,5m,ARM06,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/18/2021,2021,ARM02_5m_3,5m,ARM02,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/1/2021,2021,ARM04_5m_3,5m,ARM04,NA,2,2,7,19.02222362
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/18/2021,2021,ARM01_5m_2,5m,ARM01,NA,2,2,7,19.02222362
Lutjanidae,Lutjanus.gibbus,Humpback.Snapper,Yes,OM,12/20/2017,2017,ARM03_5m_1,5m,ARM03,NA,3,2,7,19.6539
Holocentridae,other.soldierfish,Soldierfish,Yes,PL,1/30/2015,2014,ARM08_15m_1,15m,ARM08,NA,2,2,7,15.24873361
Holocentridae,other.soldierfish,Soldierfish,Yes,PL,12/16/2017,2017,ARM04_5m_2,5m,ARM04,NA,2,2,7,15.24873361
Holocentridae,other.soldierfish,Soldierfish,Yes,PL,12/16/2017,2017,ARM04_15m_1,15m,ARM04,NA,2,2,7,15.24873361
Holocentridae,other.soldierfish,Soldierfish,Yes,PL,12/21/2017,2017,ARM07_5m_1,5m,ARM07,NA,2,2,7,15.24873361
Holocentridae,other.soldierfish,Soldierfish,Yes,PL,11/17/2021,2021,ARM06_15m_2,15m,ARM06,NA,2,2,7,15.24873361
Holocentridae,other.soldierfish,Soldierfish,Yes,PL,11/17/2021,2021,ARM06_5m_3,5m,ARM06,NA,2,2,7,15.24873361
Holocentridae,other.soldierfish,Soldierfish,Yes,PL,11/30/2021,2021,ARM04_15m_1,15m,ARM04,NA,2,2,7,15.24873361
Holocentridae,other.soldierfish,Soldierfish,Yes,PL,11/19/2021,2021,ARM03_15m_3,15m,ARM03,NA,2,2,7,15.24873361
Carangidae,Caranx.melampygus,Bluefin.Trevally,Yes,PI,11/13/2018,2018,ARM01_5m_3,5m,ARM01,NA,30,4,24.5,7.187580971
Pomacanthidae,other.angelfish,Angelfish,Yes,IN,12/14/2017,2017,ARM12_15m_3,15m,ARM12,NA,20,1,3,15.48527544
Chaetodontidae,Heniochus.acuminatus,Longfin.Bannerfish,Yes,PL,11/19/2019,2019,ARM06_15m_3,15m,ARM06,NA,2,2,7,20.59989858
Mullidae,other.goatfish,Goatfish,Yes,OM,12/1/2016,2016,ARM05_5m_3,5m,ARM05,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,12/2/2016,2016,ARM04_5m_1,5m,ARM04,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,12/2/2016,2016,ARM12_15m_1,15m,ARM12,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,12/6/2016,2016,ARM02_15m_1,15m,ARM02,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,12/7/2016,2016,ARM07_5m_3,5m,ARM07,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,12/18/2017,2017,ARM01_5m_2,5m,ARM01,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,12/21/2017,2017,ARM08_15m_1,15m,ARM08,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,12/29/2017,2017,ARM06_5m_1,5m,ARM06,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,11/12/2018,2018,ARM03_5m_1,5m,ARM03,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,11/12/2018,2018,ARM03_5m_2,5m,ARM03,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,11/13/2018,2018,ARM01_5m_1,5m,ARM01,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,11/13/2018,2018,ARM01_5m_3,5m,ARM01,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,11/12/2018,2018,ARM03_15m_1,15m,ARM03,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,1/7/2020,2019,ARM04_15m_3,15m,ARM04,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,12/1/2021,2021,ARM04_5m_2,5m,ARM04,NA,4,2,7,20.60525248
Mullidae,other.goatfish,Goatfish,Yes,OM,11/19/2021,2021,ARM03_15m_3,15m,ARM03,NA,4,2,7,20.60525248
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,11/14/2014,2014,ARM03_5m_1,5m,ARM03,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,11/14/2014,2014,ARM04_5m_1,5m,ARM04,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,12/2/2016,2016,ARM04_5m_1,5m,ARM04,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,12/6/2016,2016,ARM02_15m_1,15m,ARM02,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,12/6/2016,2016,ARM02_15m_2,15m,ARM02,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,12/20/2017,2017,ARM02_15m_2,15m,ARM02,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,12/20/2017,2017,ARM02_15m_3,15m,ARM02,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,12/22/2017,2017,ARM06_15m_1,15m,ARM06,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,12/23/2017,2017,ARM07_15m_3,15m,ARM07,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,12/29/2017,2017,ARM06_5m_2,5m,ARM06,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,11/12/2018,2018,ARM02_5m_3,5m,ARM02,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,11/25/2019,2019,ARM05_5m_2,5m,ARM05,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,11/26/2021,2021,ARM08_15m_3,15m,ARM08,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,11/26/2021,2021,ARM08_5m_2,5m,ARM08,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,11/30/2021,2021,ARM04_15m_2,15m,ARM04,NA,3,2,7,46.13630081
Scaridae,other.parrotfish,other.parrotfish,Yes,HV,12/23/2021,2021,ARM05_5m_2,5m,ARM05,NA,3,2,7,46.13630081
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,10/31/2014,2014,ARM01_5m_1,5m,ARM01,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/2/2016,2016,ARM12_15m_1,15m,ARM12,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/9/2016,2016,ARM06_5m_3,5m,ARM06,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/16/2017,2017,ARM04_15m_1,15m,ARM04,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/21/2017,2017,ARM08_5m_1,5m,ARM08,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/14/2018,2018,ARM06_15m_1,15m,ARM06,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/12/2018,2018,ARM03_5m_3,5m,ARM03,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/13/2018,2018,ARM01_5m_2,5m,ARM01,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/3/2018,2018,ARM04_5m_1,5m,ARM04,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/23/2019,2019,ARM01_15m_2,15m,ARM01,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,1/6/2020,2019,ARM02_15m_1,15m,ARM02,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,1/9/2020,2019,ARM03_15m_1,15m,ARM03,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/25/2019,2019,ARM03_5m_2,5m,ARM03,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/25/2019,2019,ARM03_5m_3,5m,ARM03,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/19/2019,2019,ARM06_15m_2,15m,ARM06,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/20/2019,2019,ARM07_15m_2,15m,ARM07,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,1/9/2020,2019,ARM10_2m_1,2m,ARM10,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/29/2021,2021,ARM11_2m_2,2m,ARM11,NA,2,2,7,18.29567006
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/26/2021,2021,ARM08_5m_1,5m,ARM08,NA,2,2,7,18.29567006
Pomacanthidae,other.angelfish,Angelfish,Yes,IN,12/14/2017,2017,ARM12_15m_2,15m,ARM12,NA,21,1,3,16.25953922
Labridae,Oxycheilinus.digramma,Cheeklined.Splendour.Wrasse,Yes,IN,11/12/2018,2018,ARM02_5m_1,5m,ARM02,NA,2,2,7,19.81407109
Labridae,Oxycheilinus.digramma,Cheeklined.Splendour.Wrasse,Yes,IN,11/13/2018,2018,ARM01_5m_1,5m,ARM01,NA,2,2,7,19.81407109
Labridae,Oxycheilinus.digramma,Cheeklined.Splendour.Wrasse,Yes,IN,11/13/2018,2018,ARM02_15m_1,15m,ARM02,NA,2,2,7,19.81407109
Chaetodontidae,Chaetodon.melannotus,Blackbacked.Butterflyfish,Yes,C,12/18/2017,2017,ARM01_15m_2,15m,ARM01,NA,2,2,7,20.85015258
Chaetodontidae,Chaetodon.mertensii,Mertens.Butterflyfish,Yes,IN,11/28/2016,2016,ARM08_15m_1,15m,ARM08,NA,4,2,7,27.98343341
Chaetodontidae,Chaetodon.mertensii,Mertens.Butterflyfish,Yes,IN,12/3/2016,2016,ARM04_15m_1,15m,ARM04,NA,4,2,7,27.98343341
Chaetodontidae,Chaetodon.mertensii,Mertens.Butterflyfish,Yes,IN,12/7/2016,2016,ARM07_5m_3,5m,ARM07,NA,4,2,7,27.98343341
Carangidae,Caranx.melampygus,Bluefin.Trevally,Yes,PI,1/6/2020,2019,ARM02_15m_3,15m,ARM02,NA,31,5,34.5,7.816600386
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,10/31/2014,2014,ARM01_5m_1,5m,ARM01,NA,2,2,7,19.78883323
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,11/18/2021,2021,ARM02_15m_1,15m,ARM02,NA,2,2,7,19.78883323
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,10/31/2014,2014,ARM01_15m_1,15m,ARM01,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,11/4/2014,2014,ARM02_15m_1,15m,ARM02,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,11/14/2014,2014,ARM04_5m_1,5m,ARM04,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,1/28/2015,2014,ARM07_15m_1,15m,ARM07,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,11/19/2014,2014,ARM12_15m_1,15m,ARM12,NA,2,2,7,21.2914532
Lutjanidae,Lutjanus.bohar,Twinspot.Snapper,Yes,PI,1/28/2015,2014,ARM07_15m_1,15m,ARM07,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.lineolatus,Lined.Butterflyfish,Yes,C,12/9/2016,2016,ARM06_15m_1,15m,ARM06,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,12/1/2016,2016,ARM05_5m_1,5m,ARM05,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,12/1/2016,2016,ARM10_2m_1,2m,ARM10,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,12/2/2016,2016,ARM04_5m_1,5m,ARM04,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,12/3/2016,2016,ARM11_2m_1,2m,ARM11,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,12/6/2016,2016,ARM02_5m_1,5m,ARM02,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,12/7/2016,2016,ARM07_5m_2,5m,ARM07,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,12/9/2016,2016,ARM06_15m_1,15m,ARM06,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,12/9/2016,2016,ARM06_5m_3,5m,ARM06,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,12/12/2016,2016,ARM01_15m_2,15m,ARM01,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,12/12/2016,2016,ARM01_5m_3,5m,ARM01,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.lunula,Racoon.Butterflyfish,Yes,IN,12/1/2016,2016,ARM10_2m_1,2m,ARM10,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.lunula,Racoon.Butterflyfish,Yes,IN,12/1/2016,2016,ARM10_2m_3,2m,ARM10,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.lunula,Racoon.Butterflyfish,Yes,IN,12/2/2016,2016,ARM04_5m_3,5m,ARM04,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.lunula,Racoon.Butterflyfish,Yes,IN,12/6/2016,2016,ARM02_5m_2,5m,ARM02,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.lunula,Racoon.Butterflyfish,Yes,IN,1/5/2017,2016,ARM08_5m_2,5m,ARM08,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,11/29/2016,2016,ARM03_15m_2,15m,ARM03,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,11/29/2016,2016,ARM03_5m_2,5m,ARM03,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,12/1/2016,2016,ARM05_5m_1,5m,ARM05,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,12/1/2016,2016,ARM10_2m_2,2m,ARM10,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,12/2/2016,2016,ARM12_15m_3,15m,ARM12,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,12/3/2016,2016,ARM11_2m_1,2m,ARM11,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,12/6/2016,2016,ARM02_15m_2,15m,ARM02,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,12/7/2016,2016,ARM07_5m_3,5m,ARM07,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,12/9/2016,2016,ARM06_15m_2,15m,ARM06,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,12/9/2016,2016,ARM06_5m_1,5m,ARM06,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,12/12/2016,2016,ARM01_5m_3,5m,ARM01,NA,2,2,7,21.2914532
Lutjanidae,Lutjanus.bohar,Twinspot.Snapper,Yes,PI,12/2/2016,2016,ARM12_5m_3,5m,ARM12,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.xanthocephalus,Yellow.Headed.Butterflyfish,Yes,IN,12/2/2016,2016,ARM04_5m_3,5m,ARM04,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.benetti,Bennet's.Butterflyfish,Yes,C,12/21/2017,2017,ARM08_5m_1,5m,ARM08,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.interruptus,Indian.Ocean.Teardrop.Butterflyfish,Yes,IN,12/18/2017,2017,ARM01_15m_2,15m,ARM01,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,12/13/2017,2017,ARM03_15m_2,15m,ARM03,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,12/21/2017,2017,ARM07_5m_1,5m,ARM07,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,12/21/2017,2017,ARM08_5m_3,5m,ARM08,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.lunula,Racoon.Butterflyfish,Yes,IN,12/20/2017,2017,ARM02_15m_1,15m,ARM02,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.lunula,Racoon.Butterflyfish,Yes,IN,12/20/2017,2017,ARM02_15m_2,15m,ARM02,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.lunula,Racoon.Butterflyfish,Yes,IN,12/21/2017,2017,ARM08_15m_1,15m,ARM08,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.lunula,Racoon.Butterflyfish,Yes,IN,12/23/2017,2017,ARM07_15m_1,15m,ARM07,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.lunula,Racoon.Butterflyfish,Yes,IN,12/23/2017,2017,ARM09_2m_2,2m,ARM09,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.falcula,Saddleback.Butterflyfish,Yes,IN,12/18/2017,2017,ARM01_15m_1,15m,ARM01,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,12/16/2017,2017,ARM04_15m_1,15m,ARM04,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,12/18/2017,2017,ARM01_15m_2,15m,ARM01,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,12/20/2017,2017,ARM03_5m_3,5m,ARM03,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.guttatissimus,Spotted.Butterflyfish,Yes,IN,12/22/2017,2017,ARM06_15m_2,15m,ARM06,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.xanthocephalus,Yellow.Headed.Butterflyfish,Yes,IN,12/16/2017,2017,ARM04_5m_3,5m,ARM04,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.xanthocephalus,Yellow.Headed.Butterflyfish,Yes,IN,12/23/2017,2017,ARM09_2m_2,2m,ARM09,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,11/12/2018,2018,ARM03_15m_2,15m,ARM03,NA,2,2,7,21.2914532
Chaetodontidae,Chaetodon.meyeri,Meyer's.Butterflyfish,Yes,C,12/14/2018,2018,ARM07_15m_2,15m,ARM07,NA,2,2,7,21.2914532
