Family,Species,English,Species_indicator_list,Feeding_guild_code,Survey_Date,Year,Transect,Depth,Site,Actual_size,Amount,Size_Class,Median_size_class,Biomass_g
Serranidae,Plectropomus.pessuliferus,Roving.Coral.Grouper,Yes,PI,12/12/2016,2016,ARM01_15m_1,15m,ARM01,NA,2,3,14.5,78.19793045
Serranidae,Plectropomus.pessuliferus,Roving.Coral.Grouper,Yes,PI,12/23/2017,2017,ARM07_15m_3,15m,ARM07,NA,2,3,14.5,78.19793045
Serranidae,Plectropomus.pessuliferus,Roving.Coral.Grouper,Yes,PI,12/14/2018,2018,ARM06_15m_1,15m,ARM06,NA,2,3,14.5,78.19793045
Serranidae,Plectropomus.pessuliferus,Roving.Coral.Grouper,Yes,PI,12/14/2018,2018,ARM07_5m_1,5m,ARM07,NA,2,3,14.5,78.19793045
Serranidae,Plectropomus.pessuliferus,Roving.Coral.Grouper,Yes,PI,12/14/2018,2018,ARM07_5m_2,5m,ARM07,NA,2,3,14.5,78.19793045
Serranidae,Dermatolepis.striolata,Smooth.Grouper,Yes,PI,11/13/2018,2018,ARM02_15m_1,15m,ARM02,NA,2,3,14.5,78.19793045
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/3/2016,2016,ARM11_2m_1,2m,ARM11,NA,22,2,7,209.2444598
Lutjanidae,Lutjanus.bohar,Twinspot.Snapper,Yes,PI,11/18/2021,2021,ARM01_5m_3,5m,ARM01,NA,20,2,7,212.914532
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,11/13/2018,2018,ARM06_5m_2,5m,ARM06,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,11/15/2018,2018,ARM09_2m_3,2m,ARM09,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,11/12/2018,2018,ARM03_15m_3,15m,ARM03,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,11/13/2018,2018,ARM02_15m_2,15m,ARM02,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,12/14/2018,2018,ARM06_15m_1,15m,ARM06,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,11/25/2019,2019,ARM03_5m_1,5m,ARM03,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,11/21/2019,2019,ARM08_15m_3,15m,ARM08,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,1/9/2020,2019,ARM10_2m_2,2m,ARM10,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,11/16/2021,2021,ARM07_15m_1,15m,ARM07,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,12/23/2021,2021,ARM01_15m_1,15m,ARM01,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,11/16/2021,2021,ARM07_15m_1,15m,ARM07,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,11/29/2016,2016,ARM03_5m_3,5m,ARM03,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,12/2/2016,2016,ARM04_5m_3,5m,ARM04,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,12/2/2016,2016,ARM12_5m_2,5m,ARM12,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,12/7/2016,2016,ARM07_5m_3,5m,ARM07,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,12/9/2016,2016,ARM06_15m_1,15m,ARM06,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,12/9/2016,2016,ARM06_5m_1,5m,ARM06,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,12/16/2017,2017,ARM04_15m_3,15m,ARM04,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,12/20/2017,2017,ARM02_15m_2,15m,ARM02,NA,1,3,14.5,64.45966674
Acanthuridae,Zebrasoma.sp,Tang,Yes,HV,12/29/2017,2017,ARM06_5m_2,5m,ARM06,NA,1,3,14.5,64.45966674
Labridae,Oxycheilinus.digramma,Cheeklined.Splendour.Wrasse,Yes,IN,12/13/2017,2017,ARM03_15m_2,15m,ARM03,NA,1,3,14.5,78.77062724
Labridae,Oxycheilinus.digramma,Cheeklined.Splendour.Wrasse,Yes,IN,12/21/2017,2017,ARM08_5m_3,5m,ARM08,NA,1,3,14.5,78.77062724
Labridae,Oxycheilinus.digramma,Cheeklined.Splendour.Wrasse,Yes,IN,11/12/2018,2018,ARM02_5m_3,5m,ARM02,NA,1,3,14.5,78.77062724
Labridae,Oxycheilinus.digramma,Cheeklined.Splendour.Wrasse,Yes,IN,11/13/2018,2018,ARM01_5m_3,5m,ARM01,NA,1,3,14.5,78.77062724
Labridae,Oxycheilinus.digramma,Cheeklined.Splendour.Wrasse,Yes,IN,11/12/2018,2018,ARM03_15m_2,15m,ARM03,NA,1,3,14.5,78.77062724
Holocentridae,other.soldierfish,Soldierfish,Yes,PL,11/16/2021,2021,ARM07_15m_2,15m,ARM07,NA,22,2,7,167.7360697
Holocentridae,other.soldierfish,Soldierfish,Yes,PL,11/16/2021,2021,ARM07_15m_2,15m,ARM07,NA,22,2,7,167.7360697
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/6/2016,2016,ARM02_5m_3,5m,ARM02,NA,21,2,7,192.1045356
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/9/2016,2016,ARM06_5m_1,5m,ARM06,NA,21,2,7,192.1045356
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/4/2014,2014,ARM02_15m_1,15m,ARM02,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/14/2014,2014,ARM04_5m_1,5m,ARM04,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/28/2016,2016,ARM08_15m_2,15m,ARM08,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/29/2016,2016,ARM03_5m_3,5m,ARM03,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/6/2016,2016,ARM02_15m_2,15m,ARM02,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/6/2016,2016,ARM02_5m_3,5m,ARM02,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/12/2016,2016,ARM01_15m_2,15m,ARM01,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/16/2017,2017,ARM04_5m_3,5m,ARM04,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/12/2018,2018,ARM03_5m_2,5m,ARM03,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/3/2018,2018,ARM04_5m_1,5m,ARM04,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/3/2018,2018,ARM04_5m_2,5m,ARM04,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/2/2018,2018,ARM05_15m_1,15m,ARM05,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/14/2018,2018,ARM06_15m_1,15m,ARM06,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/23/2019,2019,ARM01_15m_2,15m,ARM01,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,1/6/2020,2019,ARM02_5m_2,5m,ARM02,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,1/9/2020,2019,ARM03_15m_2,15m,ARM03,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/25/2019,2019,ARM03_5m_1,5m,ARM03,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,1/7/2020,2019,ARM04_15m_1,15m,ARM04,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,1/7/2020,2019,ARM04_15m_2,15m,ARM04,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,1/7/2020,2019,ARM04_5m_2,5m,ARM04,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/25/2019,2019,ARM05_5m_2,5m,ARM05,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/21/2019,2019,ARM08_5m_3,5m,ARM08,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/23/2019,2019,ARM09_2m_2,2m,ARM09,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,12/23/2021,2021,ARM05_15m_1,15m,ARM05,NA,1,3,14.5,79.75163158
Chaetodontidae,Chaetodon.auriga,Threadfin.Butterflyfish,Yes,IN,11/19/2021,2021,ARM03_15m_1,15m,ARM03,NA,1,3,14.5,79.75163158
Balistidae,other.triggerfish,Triggerfish,Yes,OM,10/31/2014,2014,ARM01_5m_1,5m,ARM01,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/3/2014,2014,ARM06_5m_1,5m,ARM06,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/15/2014,2014,ARM10_2m_1,2m,ARM10,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,1/30/2015,2014,ARM08_15m_1,15m,ARM08,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/29/2016,2016,ARM03_5m_1,5m,ARM03,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/1/2016,2016,ARM05_5m_2,5m,ARM05,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/1/2016,2016,ARM10_2m_1,2m,ARM10,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/2/2016,2016,ARM04_5m_3,5m,ARM04,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/2/2016,2016,ARM12_15m_2,15m,ARM12,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/2/2016,2016,ARM12_5m_3,5m,ARM12,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/6/2016,2016,ARM02_15m_1,15m,ARM02,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/6/2016,2016,ARM02_15m_2,15m,ARM02,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/9/2016,2016,ARM06_15m_2,15m,ARM06,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/9/2016,2016,ARM06_5m_1,5m,ARM06,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/12/2016,2016,ARM01_15m_2,15m,ARM01,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/20/2017,2017,ARM03_5m_2,5m,ARM03,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/12/2018,2018,ARM02_5m_3,5m,ARM02,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/13/2018,2018,ARM06_5m_2,5m,ARM06,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/15/2018,2018,ARM09_2m_2,2m,ARM09,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/12/2018,2018,ARM03_15m_3,15m,ARM03,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/13/2018,2018,ARM02_15m_2,15m,ARM02,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,12/14/2018,2018,ARM07_15m_3,15m,ARM07,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,1/6/2020,2019,ARM02_15m_1,15m,ARM02,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,1/9/2020,2019,ARM03_15m_1,15m,ARM03,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,1/9/2020,2019,ARM03_15m_2,15m,ARM03,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/25/2019,2019,ARM05_5m_3,5m,ARM05,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/19/2019,2019,ARM06_5m_2,5m,ARM06,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/20/2019,2019,ARM07_15m_2,15m,ARM07,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/20/2019,2019,ARM07_15m_3,15m,ARM07,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/20/2019,2019,ARM07_5m_1,5m,ARM07,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/20/2019,2019,ARM07_5m_1,5m,ARM07,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/20/2019,2019,ARM07_5m_3,5m,ARM07,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/21/2019,2019,ARM08_5m_3,5m,ARM08,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/23/2019,2019,ARM09_2m_2,2m,ARM09,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,1/9/2020,2019,ARM10_2m_1,2m,ARM10,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,1/9/2020,2019,ARM10_2m_2,2m,ARM10,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/23/2019,2019,ARM12_5m_1,5m,ARM12,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/18/2021,2021,ARM02_5m_3,5m,ARM02,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/19/2021,2021,ARM03_15m_2,15m,ARM03,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/19/2021,2021,ARM03_5m_1,5m,ARM03,NA,1,3,14.5,149.4858036
Balistidae,other.triggerfish,Triggerfish,Yes,OM,11/19/2021,2021,ARM03_5m_2,5m,ARM03,NA,1,3,14.5,149.4858036
Acanthuridae,Ctenochaetus.sp,Bristletooth,Yes,HV,11/19/2014,2014,ARM12_15m_1,15m,ARM12,NA,18,2,7,333.2883799
Acanthuridae,Ctenochaetus.sp,Bristletooth,Yes,HV,12/3/2016,2016,ARM04_15m_1,15m,ARM04,NA,18,2,7,333.2883799
Acanthuridae,Ctenochaetus.sp,Bristletooth,Yes,HV,11/30/2021,2021,ARM10_2m_3,2m,ARM10,NA,18,2,7,333.2883799
Acanthuridae,Ctenochaetus.sp,Bristletooth,Yes,HV,11/27/2021,2021,ARM09_2m_1,2m,ARM09,NA,18,2,7,333.2883799
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,11/14/2014,2014,ARM03_5m_1,5m,ARM03,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,12/9/2016,2016,ARM06_15m_1,15m,ARM06,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,12/12/2016,2016,ARM01_5m_3,5m,ARM01,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,12/14/2017,2017,ARM12_5m_1,5m,ARM12,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,12/14/2017,2017,ARM12_15m_1,15m,ARM12,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,12/20/2017,2017,ARM02_15m_1,15m,ARM02,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,12/21/2017,2017,ARM07_5m_3,5m,ARM07,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,11/12/2018,2018,ARM02_5m_2,5m,ARM02,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,11/13/2018,2018,ARM01_5m_1,5m,ARM01,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,11/13/2018,2018,ARM01_5m_2,5m,ARM01,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,11/15/2018,2018,ARM01_15m_2,15m,ARM01,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,1/6/2020,2019,ARM02_15m_1,15m,ARM02,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,1/6/2020,2019,ARM02_15m_2,15m,ARM02,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,1/6/2020,2019,ARM02_5m_2,5m,ARM02,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,1/9/2020,2019,ARM03_15m_2,15m,ARM03,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,1/9/2020,2019,ARM03_15m_3,15m,ARM03,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,1/7/2020,2019,ARM04_5m_3,5m,ARM04,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,11/25/2019,2019,ARM05_15m_1,15m,ARM05,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,11/21/2019,2019,ARM08_15m_2,15m,ARM08,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,12/23/2021,2021,ARM01_15m_1,15m,ARM01,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,11/17/2021,2021,ARM06_15m_2,15m,ARM06,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,11/17/2021,2021,ARM06_15m_3,15m,ARM06,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,11/17/2021,2021,ARM06_5m_2,5m,ARM06,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,11/18/2021,2021,ARM02_15m_2,15m,ARM02,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,12/1/2021,2021,ARM04_5m_2,5m,ARM04,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,11/30/2021,2021,ARM10_2m_1,2m,ARM10,NA,1,3,14.5,79.99907851
Tetraodontidae,other.pufferfish,other.pufferfish,Yes,IN,11/19/2021,2021,ARM03_15m_2,15m,ARM03,NA,1,3,14.5,79.99907851
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/16/2021,2021,ARM07_5m_2,5m,ARM07,NA,22,2,7,201.2523706
Ephipidae,Platax.sp,Batfish,Yes,HV,12/6/2016,2016,ARM02_5m_2,5m,ARM02,NA,1,3,14.5,86.30662213
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/3/2014,2014,ARM06_5m_1,5m,ARM06,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/14/2014,2014,ARM03_15m_1,15m,ARM03,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,1/27/2015,2014,ARM09_2m_1,2m,ARM09,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/28/2016,2016,ARM08_15m_2,15m,ARM08,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/2/2016,2016,ARM12_15m_3,15m,ARM12,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/9/2016,2016,ARM06_5m_1,5m,ARM06,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/15/2017,2017,ARM05_5m_2,5m,ARM05,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/20/2017,2017,ARM02_15m_3,15m,ARM02,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/20/2017,2017,ARM03_5m_3,5m,ARM03,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/23/2017,2017,ARM09_2m_2,2m,ARM09,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/3/2018,2018,ARM05_5m_3,5m,ARM05,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,1/7/2020,2019,ARM04_15m_2,15m,ARM04,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/19/2019,2019,ARM06_5m_2,5m,ARM06,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/23/2019,2019,ARM12_5m_2,5m,ARM12,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/23/2021,2021,ARM12_5m_1,5m,ARM12,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,12/23/2021,2021,ARM12_5m_3,5m,ARM12,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/17/2021,2021,ARM06_5m_2,5m,ARM06,NA,1,3,14.5,83.22405058
Acanthuridae,Acanthurus.sp,Surgeonfish,Yes,HV,11/18/2021,2021,ARM02_15m_3,15m,ARM02,NA,1,3,14.5,83.22405058
Acanthuridae,Ctenochaetus.sp,Bristletooth,Yes,HV,12/1/2016,2016,ARM05_5m_1,5m,ARM05,NA,19,2,7,351.804401
Acanthuridae,Ctenochaetus.sp,Bristletooth,Yes,HV,12/2/2016,2016,ARM12_5m_2,5m,ARM12,NA,19,2,7,351.804401
Acanthuridae,Ctenochaetus.sp,Bristletooth,Yes,HV,1/9/2020,2019,ARM03_15m_2,15m,ARM03,NA,19,2,7,351.804401
Acanthuridae,Ctenochaetus.sp,Bristletooth,Yes,HV,11/18/2021,2021,ARM02_15m_1,15m,ARM02,NA,19,2,7,351.804401
Chaetodontidae,Chaetodon.melannotus,Blackbacked.Butterflyfish,Yes,C,12/20/2017,2017,ARM02_15m_1,15m,ARM02,NA,23,2,7,239.7767547
Lutjanidae,Lutjanus.gibbus,Humpback.Snapper,Yes,OM,12/1/2016,2016,ARM05_5m_1,5m,ARM05,NA,37,2,7,242.3981
Serranidae,other.grouper,Grouper,Yes,PI,10/31/2014,2014,ARM01_5m_1,5m,ARM01,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,11/3/2014,2014,ARM06_5m_1,5m,ARM06,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,11/15/2014,2014,ARM10_2m_1,2m,ARM10,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,1/30/2015,2014,ARM08_5m_1,5m,ARM08,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/1/2016,2016,ARM05_15m_1,15m,ARM05,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/1/2016,2016,ARM05_5m_2,5m,ARM05,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/1/2016,2016,ARM05_5m_3,5m,ARM05,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/1/2016,2016,ARM10_2m_2,2m,ARM10,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/2/2016,2016,ARM12_15m_2,15m,ARM12,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/3/2016,2016,ARM04_15m_1,15m,ARM04,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/6/2016,2016,ARM02_15m_1,15m,ARM02,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/6/2016,2016,ARM02_5m_3,5m,ARM02,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/7/2016,2016,ARM07_5m_2,5m,ARM07,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/7/2016,2016,ARM07_5m_3,5m,ARM07,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/10/2016,2016,ARM09_2m_1,2m,ARM09,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/12/2016,2016,ARM01_5m_2,5m,ARM01,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/12/2016,2016,ARM01_5m_3,5m,ARM01,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/13/2017,2017,ARM03_15m_1,15m,ARM03,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/13/2017,2017,ARM03_15m_2,15m,ARM03,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/14/2017,2017,ARM12_15m_1,15m,ARM12,NA,2,3,14.5,105.3568095
Serranidae,other.grouper,Grouper,Yes,PI,12/15/2017,2017,ARM11_2m_1,2m,ARM11,NA,2,3,14.5,105.3568095
