OpCode,Family,Species,Longitude,Latitude
BR58,Labridae,Bodianus anthioides,46.201617,-9.402873
BR58,Balistidae,Balistoides conspicillum,46.201617,-9.402873
BR58,Balistidae,Balistapus undulatus,46.201617,-9.402873
BR58,Tetraodontidae,Arothron nigropunctatus,46.201617,-9.402873
BR58,Lutjanidae,Aphareus furca,46.201617,-9.402873
BR58,Labridae,Anampses meleagrides,46.201617,-9.402873
BR58,Serranidae,Aethaloperca rogaa,46.201617,-9.402873
BR58,Acanthuridae,Acanthurus thompsoni,46.201617,-9.402873
BR58,Acanthuridae,Acanthurus tennentii,46.201617,-9.402873
BR58,Acanthuridae,Acanthurus leucosternon,46.201617,-9.402873
BR58,Cheloniidae, sp,46.201617,-9.402873
BR59,Balistidae,Pseudobalistes flavimarginatus,46.202833,-9.420196
BR59,Dasyatidae,Pateobatis jenkinsii,46.202833,-9.420196
BR59,Lutjanidae,Lutjanus bohar,46.202833,-9.420196
BR59,Lethrinidae,Lethrinus nebulosus,46.202833,-9.420196
BR59,Microdesmidae,Gunnellichthys monostigma,46.202833,-9.420196
BR59,Serranidae,Epinephelus multinotatus,46.202833,-9.420196
BR59,Carcharhinidae,Carcharhinus amblyrhynchos,46.202833,-9.420196
BR59,Carangidae,Caranx melampygus,46.202833,-9.420196
BR59,Carangidae,Caranx ignobilis,46.202833,-9.420196
BR59,Carangidae,Carangoides orthogrammus,46.202833,-9.420196
BR59,Balistidae,Balistoides viridescens,46.202833,-9.420196
BR59,Lutjanidae,Aprion virescens,46.202833,-9.420196
BR59,Acanthuridae,Acanthurus xanthopterus,46.202833,-9.420196
BR6,Acanthuridae,Zebrasoma scopas,46.204778,-9.381681
BR6,Zanclidae,Zanclus cornutus,46.204778,-9.381681
BR6,Serranidae,Variola louti,46.204778,-9.381681
BR6,Labridae,Thalassoma lunare,46.204778,-9.381681
BR6,Labridae,Thalassoma hebraicum,46.204778,-9.381681
BR6,Labridae,Thalassoma amblycephalum,46.204778,-9.381681
BR6,Balistidae,Sufflamen chrysopterum,46.204778,-9.381681
BR6,Balistidae,Sufflamen bursa,46.204778,-9.381681
BR6,Siganidae,Siganus stellatus,46.204778,-9.381681
BR6,Scaridae,Scarus tricolor,46.204778,-9.381681
BR6,Scaridae,Scarus rubroviolaceus,46.204778,-9.381681
BR6,Caesionidae,Pterocaesio tile,46.204778,-9.381681
BR6,Labridae,Pseudodax moluccanus,46.204778,-9.381681
BR6,Labridae,Pseudocoris heteroptera,46.204778,-9.381681
BR6,Labridae,Pseudocheilinus evanidus,46.204778,-9.381681
BR6,Serranidae,Pseudanthias squamipinnis,46.204778,-9.381681
BR6,Serranidae,Pseudanthias cooperi,46.204778,-9.381681
BR6,Serranidae,Pseudanthias bicolor,46.204778,-9.381681
BR6,Serranidae,Plectropomus sp,46.204778,-9.381681
BR6,Serranidae,Plectropomus punctatus,46.204778,-9.381681
BR6,Haemulidae,Plectorhinchus albovittatus,46.204778,-9.381681
BR6,Ephippidae,Platax orbicularis,46.204778,-9.381681
BR6,Blenniidae,Plagiotremus tapeinosoma,46.204778,-9.381681
BR6,Mullidae,Parupeneus macronemus,46.204778,-9.381681
BR6,Mullidae,Parupeneus indicus,46.204778,-9.381681
BR6,Mullidae,Parupeneus cyclostomus,46.204778,-9.381681
BR6,Balistidae,Odonus niger,46.204778,-9.381681
BR6,Acanthuridae,Naso elegans,46.204778,-9.381681
BR6,Acanthuridae,Naso brevirostris,46.204778,-9.381681
BR6,Holocentridae,Myripristis murdjan,46.204778,-9.381681
BR6,Lethrinidae,Monotaxis grandoculis,46.204778,-9.381681
BR6,Balistidae,Melichthys indicus,46.204778,-9.381681
BR6,Labridae,Macropharyngodon bipartitus,46.204778,-9.381681
BR6,Lutjanidae,Lutjanus rivulatus,46.204778,-9.381681
BR6,Lutjanidae,Lutjanus bohar,46.204778,-9.381681
BR6,Labridae,Labropsis xanthonota,46.204778,-9.381681
BR6,Labridae,Labroides dimidiatus,46.204778,-9.381681
BR6,Labridae,Labroides bicolor,46.204778,-9.381681
BR6,Labridae,Hologymnosus doliatus,46.204778,-9.381681
BR6,Chaetodontidae,Heniochus monoceros,46.204778,-9.381681
BR6,Labridae,Halichoeres hortulanus,46.204778,-9.381681
BR6,Labridae,Halichoeres cosmetus,46.204778,-9.381681
BR6,Serranidae,Gracila albomarginata,46.204778,-9.381681
BR6,Labridae,Gomphosus caeruleus,46.204778,-9.381681
BR6,Serranidae,Epinephelus tukula,46.204778,-9.381681
BR6,Serranidae,Epinephelus polyphekadion,46.204778,-9.381681
BR6,Blenniidae,Ecsenius midas,46.204778,-9.381681
BR6,Acanthuridae,Ctenochaetus truncatus,46.204778,-9.381681
BR6,Labridae,Coris cuvieri,46.204778,-9.381681
BR6,Cirrhitidae,Cirrhitichthys oxycephalus,46.204778,-9.381681
BR6,Pomacentridae,Chromis fieldi,46.204778,-9.381681
BR6,Scaridae,Chlorurus sordidus,46.204778,-9.381681
BR6,Labridae,Cheilinus undulatus,46.204778,-9.381681
BR6,Labridae,Cheilinus lunulatus,46.204778,-9.381681
BR6,Labridae,Cheilinus fasciatus,46.204778,-9.381681
BR6,Chaetodontidae,Chaetodon meyeri,46.204778,-9.381681
BR6,Chaetodontidae,Chaetodon madagaskariensis,46.204778,-9.381681
BR6,Chaetodontidae,Chaetodon lunula,46.204778,-9.381681
BR6,Chaetodontidae,Chaetodon kleinii,46.204778,-9.381681
BR6,Chaetodontidae,Chaetodon guttatissimus,46.204778,-9.381681
BR6,Chaetodontidae,Chaetodon falcula,46.204778,-9.381681
BR6,Chaetodontidae,Chaetodon bennetti,46.204778,-9.381681
BR6,Chaetodontidae,Chaetodon auriga,46.204778,-9.381681
BR6,Pomacanthidae,Centropyge multispinis,46.204778,-9.381681
BR6,Carcharhinidae,Carcharhinus melanopterus,46.204778,-9.381681
BR6,Carcharhinidae,Carcharhinus albimarginatus,46.204778,-9.381681
BR6,Carangidae,Caranx melampygus,46.204778,-9.381681
BR6,Carangidae,Caranx ignobilis,46.204778,-9.381681
BR6,Carangidae,Caranx heberi,46.204778,-9.381681
BR6,Caesionidae,Caesio teres,46.204778,-9.381681
BR6,Labridae,Bodianus diana,46.204778,-9.381681
BR6,Labridae,Bodianus bimaculatus,46.204778,-9.381681
BR6,Labridae,Bodianus bilunulatus,46.204778,-9.381681
BR6,Labridae,Bodianus anthioides,46.204778,-9.381681
BR6,Balistidae,Balistoides viridescens,46.204778,-9.381681
BR6,Balistidae,Balistapus undulatus,46.204778,-9.381681
BR6,Tetraodontidae,Arothron meleagris,46.204778,-9.381681
BR6,Pomacanthidae,Apolemichthys trimaculatus,46.204778,-9.381681
BR6,Lutjanidae,Aphareus furca,46.204778,-9.381681
BR6,Labridae,Anampses meleagrides,46.204778,-9.381681
BR6,Labridae,Anampses lineatus,46.204778,-9.381681
BR6,Serranidae,Aethaloperca rogaa,46.204778,-9.381681
BR6,Acanthuridae,Acanthurus thompsoni,46.204778,-9.381681
BR6,Acanthuridae,Acanthurus tennentii,46.204778,-9.381681
BR6,Acanthuridae,Acanthurus nigrofuscus,46.204778,-9.381681
BR6,Acanthuridae,Acanthurus dussumieri,46.204778,-9.381681
BR6,Acanthuridae, sp,46.204778,-9.381681
BR60,Acanthuridae,Zebrasoma desjardinii,46.208213,-9.425502
BR60,Zanclidae,Zanclus cornutus,46.208213,-9.425502
BR60,Serranidae,Variola louti,46.208213,-9.425502
BR60,Labridae,Thalassoma hebraicum,46.208213,-9.425502
BR60,Labridae,Thalassoma amblycephalum,46.208213,-9.425502
BR60,Labridae,Stethojulis strigiventer,46.208213,-9.425502
BR60,Labridae,Stethojulis albovittata,46.208213,-9.425502
BR60,Schindleriidae,Schindleria nigropunctata,46.208213,-9.425502
BR60,Scaridae,Scarus psittacus,46.208213,-9.425502
BR60,Labridae,Pseudodax moluccanus,46.208213,-9.425502
BR60,Pomacanthidae,Pomacanthus imperator,46.208213,-9.425502
BR60,Pomacentridae,Plectroglyphidodon johnstonianus,46.208213,-9.425502
BR60,Blenniidae,Plagiotremus tapeinosoma,46.208213,-9.425502
BR60,Blenniidae,Plagiotremus rhinorhynchos,46.208213,-9.425502
BR60,Mullidae,Parupeneus macronemus,46.208213,-9.425502
BR60,Mullidae,Parupeneus cyclostomus,46.208213,-9.425502
BR60,Cirrhitidae,Paracirrhites forsteri,46.208213,-9.425502
BR60,Cirrhitidae,Paracirrhites arcatus,46.208213,-9.425502
BR60,Acanthuridae,Naso elegans,46.208213,-9.425502
BR60,Acanthuridae,Naso brevirostris,46.208213,-9.425502
BR60,Balistidae,Melichthys niger,46.208213,-9.425502
BR60,Labridae,Macropharyngodon bipartitus,46.208213,-9.425502
BR60,Lutjanidae,Lutjanus bohar,46.208213,-9.425502
BR60,Labridae,Labroides dimidiatus,46.208213,-9.425502
BR60,Labridae,Labroides bicolor,46.208213,-9.425502
BR60,Labridae,Halichoeres hortulanus,46.208213,-9.425502
BR60,Labridae,Halichoeres cosmetus,46.208213,-9.425502
BR60,Labridae,Gomphosus caeruleus,46.208213,-9.425502
BR60,Cheloniidae,Eretmochelys imbricata,46.208213,-9.425502
BR60,Echeneidae,Echeneis naucrates,46.208213,-9.425502
BR60,Acanthuridae,Ctenochaetus binotatus,46.208213,-9.425502
BR60,Blenniidae,Cirripectes filamentosus,46.208213,-9.425502
BR60,Cirrhitidae,Cirrhitichthys oxycephalus,46.208213,-9.425502
BR60,Pomacentridae,Chromis nigrura,46.208213,-9.425502
BR60,Pomacentridae,Chromis fieldi,46.208213,-9.425502
BR60,Scaridae,Chlorurus sordidus,46.208213,-9.425502
BR60,Chaetodontidae,Chaetodon xanthocephalus,46.208213,-9.425502
BR60,Chaetodontidae,Chaetodon meyeri,46.208213,-9.425502
BR60,Chaetodontidae,Chaetodon madagaskariensis,46.208213,-9.425502
BR60,Chaetodontidae,Chaetodon lunula,46.208213,-9.425502
BR60,Chaetodontidae,Chaetodon kleinii,46.208213,-9.425502
BR60,Chaetodontidae,Chaetodon interruptus,46.208213,-9.425502
BR60,Chaetodontidae,Chaetodon guttatissimus,46.208213,-9.425502
BR60,Serranidae,Cephalopholis nigripinnis,46.208213,-9.425502
BR60,Pomacanthidae,Centropyge multispinis,46.208213,-9.425502
BR60,Carcharhinidae,Carcharhinus melanopterus,46.208213,-9.425502
BR60,Carcharhinidae,Carcharhinus amblyrhynchos,46.208213,-9.425502
BR60,Carangidae,Caranx melampygus,46.208213,-9.425502
BR60,Monacanthidae,Cantherhines dumerilii,46.208213,-9.425502
BR60,Caesionidae,Caesio xanthonota,46.208213,-9.425502
BR60,Balistidae,Balistoides viridescens,46.208213,-9.425502
BR60,Balistidae,Balistapus undulatus,46.208213,-9.425502
BR60,Tetraodontidae,Arothron nigropunctatus,46.208213,-9.425502
BR60,Tetraodontidae,Arothron meleagris,46.208213,-9.425502
BR60,Pomacanthidae,Apolemichthys trimaculatus,46.208213,-9.425502
BR60,Labridae,Anampses meleagrides,46.208213,-9.425502
BR60,Serranidae,Aethaloperca rogaa,46.208213,-9.425502
BR60,Acanthuridae,Acanthurus nigrofuscus,46.208213,-9.425502
BR60,Acanthuridae,Acanthurus leucosternon,46.208213,-9.425502
BR60,Cheloniidae, sp,46.208213,-9.425502
BR7,Carcharhinidae,Carcharhinus melanopterus,46.200918,-9.384722
BR7,Carcharhinidae,Carcharhinus amblyrhynchos,46.200918,-9.384722
BR7,Carcharhinidae,Carcharhinus albimarginatus,46.200918,-9.384722
BR7,Carcharhinidae, sp,46.200918,-9.384722
BR8,Acanthuridae,Zebrasoma scopas,46.207535,-9.381249
BR8,Acanthuridae,Zebrasoma desjardinii,46.207535,-9.381249
BR8,Zanclidae,Zanclus cornutus,46.207535,-9.381249
BR8,Serranidae,Variola louti,46.207535,-9.381249
BR8,Labridae,Thalassoma hebraicum,46.207535,-9.381249
BR8,Labridae,Thalassoma amblycephalum,46.207535,-9.381249
BR8,Balistidae,Sufflamen chrysopterum,46.207535,-9.381249
BR8,Labridae,Stethojulis albovittata,46.207535,-9.381249
BR8,Sphyraenidae,Sphyraena barracuda,46.207535,-9.381249
BR8,Scaridae,Scarus rubroviolaceus,46.207535,-9.381249
BR8,Scaridae,Scarus psittacus,46.207535,-9.381249
BR8,Pomacentridae,Pomacentrus caeruleus,46.207535,-9.381249
BR8,Haemulidae,Plectorhinchus vittatus,46.207535,-9.381249
BR8,Blenniidae,Plagiotremus tapeinosoma,46.207535,-9.381249
BR8,Blenniidae,Plagiotremus rhinorhynchos,46.207535,-9.381249
BR8,Mullidae,Parupeneus macronemus,46.207535,-9.381249
BR8,Mullidae,Parupeneus indicus,46.207535,-9.381249
BR8,Mullidae,Parupeneus cyclostomus,46.207535,-9.381249
BR8,Cirrhitidae,Paracirrhites arcatus,46.207535,-9.381249
BR8,Labridae,Oxycheilinus bimaculatus,46.207535,-9.381249
BR8,Carcharhinidae,Negaprion acutidens,46.207535,-9.381249
BR8,Acanthuridae,Naso elegans,46.207535,-9.381249
BR8,Lethrinidae,Monotaxis grandoculis,46.207535,-9.381249
BR8,Balistidae,Melichthys niger,46.207535,-9.381249
BR8,Labridae,Macropharyngodon bipartitus,46.207535,-9.381249
BR8,Lutjanidae,Lutjanus rivulatus,46.207535,-9.381249
BR8,Lutjanidae,Lutjanus bohar,46.207535,-9.381249
BR8,Labridae,Labroides dimidiatus,46.207535,-9.381249
BR8,Labridae,Labroides bicolor,46.207535,-9.381249
BR8,Labridae,Halichoeres hortulanus,46.207535,-9.381249
BR8,Labridae,Halichoeres cosmetus,46.207535,-9.381249
BR8,Labridae,Gomphosus caeruleus,46.207535,-9.381249
BR8,Serranidae,Epinephelus fasciatus,46.207535,-9.381249
BR8,Echeneidae,Echeneis naucrates,46.207535,-9.381249
BR8,Acanthuridae,Ctenochaetus striatus,46.207535,-9.381249
BR8,Acanthuridae,Ctenochaetus binotatus,46.207535,-9.381249
BR8,Labridae,Coris caudimacula,46.207535,-9.381249
BR8,Pomacentridae,Chromis weberi,46.207535,-9.381249
BR8,Pomacentridae,Chromis nigrura,46.207535,-9.381249
BR8,Pomacentridae,Chromis fieldi,46.207535,-9.381249
BR8,Scaridae,Chlorurus strongylocephalus,46.207535,-9.381249
BR8,Scaridae,Chlorurus sordidus,46.207535,-9.381249
BR8,Labridae,Cheilinus trilobatus,46.207535,-9.381249
BR8,Chaetodontidae,Chaetodon trifasciatus,46.207535,-9.381249
BR8,Chaetodontidae,Chaetodon meyeri,46.207535,-9.381249
BR8,Chaetodontidae,Chaetodon lunula,46.207535,-9.381249
BR8,Chaetodontidae,Chaetodon guttatissimus,46.207535,-9.381249
BR8,Chaetodontidae,Chaetodon auriga,46.207535,-9.381249
BR8,Serranidae,Cephalopholis sonnerati,46.207535,-9.381249
BR8,Serranidae,Cephalopholis nigripinnis,46.207535,-9.381249
BR8,Serranidae,Cephalopholis argus,46.207535,-9.381249
BR8,Pomacanthidae,Centropyge multispinis,46.207535,-9.381249
BR8,Carcharhinidae,Carcharhinus melanopterus,46.207535,-9.381249
BR8,Carangidae,Caranx melampygus,46.207535,-9.381249
BR8,Carangidae,Caranx ignobilis,46.207535,-9.381249
BR8,Monacanthidae,Cantherhines pardalis,46.207535,-9.381249
BR8,Labridae,Bodianus axillaris,46.207535,-9.381249
BR8,Balistidae,Balistoides viridescens,46.207535,-9.381249
BR8,Balistidae,Balistapus undulatus,46.207535,-9.381249
BR8,Lutjanidae,Aprion virescens,46.207535,-9.381249
BR8,Serranidae,Aethaloperca rogaa,46.207535,-9.381249
BR8,Acanthuridae,Acanthurus leucosternon,46.207535,-9.381249
BR8,Acanthuridae,Acanthurus dussumieri,46.207535,-9.381249
BR8,Labridae, sp,46.207535,-9.381249
BR9,Acanthuridae,Zebrasoma desjardinii,46.200494,-9.388935
BR9,Serranidae,Variola louti,46.200494,-9.388935
BR9,Labridae,Thalassoma lunare,46.200494,-9.388935
BR9,Labridae,Thalassoma hebraicum,46.200494,-9.388935
BR9,Labridae,Thalassoma amblycephalum,46.200494,-9.388935
BR9,Scaridae,Scarus tricolor,46.200494,-9.388935
BR9,Holocentridae,Sargocentron spiniferum,46.200494,-9.388935
BR9,Caesionidae,Pterocaesio tile,46.200494,-9.388935
BR9,Labridae,Pseudocheilinus hexataenia,46.200494,-9.388935
BR9,Serranidae,Pseudanthias squamipinnis,46.200494,-9.388935
BR9,Serranidae,Pseudanthias bimaculatus,46.200494,-9.388935
BR9,Pomacanthidae,Pomacanthus semicirculatus,46.200494,-9.388935
BR9,Pomacanthidae,Pomacanthus imperator,46.200494,-9.388935
BR9,Serranidae,Plectropomus sp,46.200494,-9.388935
BR9,Serranidae,Plectropomus punctatus,46.200494,-9.388935
BR9,Serranidae,Plectropomus laevis,46.200494,-9.388935
BR9,Pomacentridae,Plectroglyphidodon johnstonianus,46.200494,-9.388935
BR9,Haemulidae,Plectorhinchus vittatus,46.200494,-9.388935
BR9,Blenniidae,Plagiotremus tapeinosoma,46.200494,-9.388935
BR9,Blenniidae,Plagiotremus rhinorhynchos,46.200494,-9.388935
BR9,Mullidae,Parupeneus macronemus,46.200494,-9.388935
BR9,Mullidae,Parupeneus indicus,46.200494,-9.388935
BR9,Mullidae,Parupeneus cyclostomus,46.200494,-9.388935
BR9,Cirrhitidae,Paracirrhites arcatus,46.200494,-9.388935
BR9,Apogonidae,Ostorhinchus sp,46.200494,-9.388935
BR9,Apogonidae,Ostorhinchus apogonoides,46.200494,-9.388935
BR9,Ginglymostomatidae,Nebrius ferrugineus,46.200494,-9.388935
BR9,Acanthuridae,Naso elegans,46.200494,-9.388935
BR9,Holocentridae,Myripristis murdjan,46.200494,-9.388935
BR9,Lethrinidae,Monotaxis grandoculis,46.200494,-9.388935
BR9,Lutjanidae,Macolor niger,46.200494,-9.388935
BR9,Lutjanidae,Lutjanus rivulatus,46.200494,-9.388935
BR9,Lutjanidae,Lutjanus kasmira,46.200494,-9.388935
BR9,Lutjanidae,Lutjanus bohar,46.200494,-9.388935
BR9,Labridae,Labroides dimidiatus,46.200494,-9.388935
BR9,Labridae,Labroides bicolor,46.200494,-9.388935
BR9,Chaetodontidae,Heniochus monoceros,46.200494,-9.388935
BR9,Labridae,Halichoeres iridis,46.200494,-9.388935
BR9,Labridae,Halichoeres hortulanus,46.200494,-9.388935
BR9,Labridae,Halichoeres cosmetus,46.200494,-9.388935
BR9,Serranidae,Gracila albomarginata,46.200494,-9.388935
BR9,Labridae,Gomphosus caeruleus,46.200494,-9.388935
BR9,Serranidae,Epinephelus tukula,46.200494,-9.388935
BR9,Serranidae,Epinephelus polyphekadion,46.200494,-9.388935
BR9,Serranidae,Dermatolepis striolata,46.200494,-9.388935
BR9,Acanthuridae,Ctenochaetus truncatus,46.200494,-9.388935
BR9,Labridae,Coris cuvieri,46.200494,-9.388935
BR9,Cirrhitidae,Cirrhitichthys oxycephalus,46.200494,-9.388935
BR9,Pomacentridae,Chromis xutha,46.200494,-9.388935
BR9,Pomacentridae,Chromis nigrura,46.200494,-9.388935
BR9,Pomacentridae,Chromis fieldi,46.200494,-9.388935
BR9,Scaridae,Chlorurus strongylocephalus,46.200494,-9.388935
BR9,Apogonidae,Cheilodipterus macrodon,46.200494,-9.388935
BR9,Labridae,Cheilinus undulatus,46.200494,-9.388935
BR9,Chaetodontidae,Chaetodon guttatissimus,46.200494,-9.388935
BR9,Serranidae,Cephalopholis nigripinnis,46.200494,-9.388935
BR9,Serranidae,Cephalopholis miniata,46.200494,-9.388935
BR9,Pomacanthidae,Centropyge multispinis,46.200494,-9.388935
BR9,Carcharhinidae,Carcharhinus amblyrhynchos,46.200494,-9.388935
BR9,Carangidae,Caranx melampygus,46.200494,-9.388935
BR9,Labridae,Bodianus diana,46.200494,-9.388935
BR9,Labridae,Bodianus axillaris,46.200494,-9.388935
BR9,Balistidae,Balistoides viridescens,46.200494,-9.388935
BR9,Balistidae,Balistapus undulatus,46.200494,-9.388935
BR9,Lutjanidae,Aphareus furca,46.200494,-9.388935
BR9,Serranidae,Aethaloperca rogaa,46.200494,-9.388935
BR9,Acanthuridae,Acanthurus thompsoni,46.200494,-9.388935
BR9,Acanthuridae,Acanthurus leucocheilus,46.200494,-9.388935
R1,Acanthuridae,Zebrasoma scopas,46.268532,-9.370351
R1,Zanclidae,Zanclus cornutus,46.268532,-9.370351
R1,Serranidae,Variola louti,46.268532,-9.370351
R1,Labridae,Thalassoma hebraicum,46.268532,-9.370351
R1,Labridae,Thalassoma amblycephalum,46.268532,-9.370351
R1,Siganidae,Siganus argenteus,46.268532,-9.370351
R1,Scaridae,Scarus tricolor,46.268532,-9.370351
R1,Scaridae,Scarus scaber,46.268532,-9.370351
R1,Scaridae,Scarus rubroviolaceus,46.268532,-9.370351
R1,Scaridae,Scarus psittacus,46.268532,-9.370351
R1,Labridae,Pseudodax moluccanus,46.268532,-9.370351
R1,Serranidae,Plectropomus sp,46.268532,-9.370351
R1,Ephippidae,Platax orbicularis,46.268532,-9.370351
R1,Blenniidae,Plagiotremus tapeinosoma,46.268532,-9.370351
R1,Blenniidae,Plagiotremus rhinorhynchos,46.268532,-9.370351
R1,Mullidae,Parupeneus indicus,46.268532,-9.370351
R1,Mullidae,Parupeneus cyclostomus,46.268532,-9.370351
R1,Cirrhitidae,Paracirrhites forsteri,46.268532,-9.370351
R1,Acanthuridae,Naso elegans,46.268532,-9.370351
R1,Acanthuridae,Naso brevirostris,46.268532,-9.370351
R1,Acanthuridae,Naso brachycentron,46.268532,-9.370351
R1,Balistidae,Melichthys niger,46.268532,-9.370351
R1,Balistidae,Melichthys indicus,46.268532,-9.370351
R1,Lutjanidae,Lutjanus bohar,46.268532,-9.370351
R1,Lethrinidae,Lethrinus rubrioperculatus,46.268532,-9.370351
R1,Labridae,Labroides dimidiatus,46.268532,-9.370351
R1,Labridae,Hemigymnus melapterus,46.268532,-9.370351
R1,Labridae,Hemigymnus fasciatus,46.268532,-9.370351
R1,Labridae,Halichoeres hortulanus,46.268532,-9.370351
R1,Labridae,Halichoeres cosmetus,46.268532,-9.370351
R1,Labridae,Gomphosus caeruleus,46.268532,-9.370351
R1,Acanthuridae,Ctenochaetus truncatus,46.268532,-9.370351
R1,Acanthuridae,Ctenochaetus striatus,46.268532,-9.370351
R1,Labridae,Cirrhilabrus exquisitus,46.268532,-9.370351
R1,Pomacentridae,Chromis nigrura,46.268532,-9.370351
R1,Pomacentridae,Chromis fieldi,46.268532,-9.370351
R1,Scaridae,Chlorurus sordidus,46.268532,-9.370351
R1,Cheloniidae,Chelonia mydas,46.268532,-9.370351
R1,Chaetodontidae,Chaetodon xanthocephalus,46.268532,-9.370351
R1,Chaetodontidae,Chaetodon trifasciatus,46.268532,-9.370351
R1,Chaetodontidae,Chaetodon meyeri,46.268532,-9.370351
R1,Chaetodontidae,Chaetodon auriga,46.268532,-9.370351
R1,Serranidae,Cephalopholis argus,46.268532,-9.370351
R1,Carcharhinidae,Carcharhinus amblyrhynchos,46.268532,-9.370351
R1,Carangidae,Caranx melampygus,46.268532,-9.370351
R1,Monacanthidae,Cantherhines pardalis,46.268532,-9.370351
R1,Labridae,Bodianus diana,46.268532,-9.370351
R1,Labridae,Bodianus axillaris,46.268532,-9.370351
R1,Balistidae,Balistoides viridescens,46.268532,-9.370351
R1,Balistidae,Balistapus undulatus,46.268532,-9.370351
R1,Pomacanthidae,Apolemichthys trimaculatus,46.268532,-9.370351
R1,Lutjanidae,Aphareus furca,46.268532,-9.370351
R1,Serranidae,Aethaloperca rogaa,46.268532,-9.370351
R1,Acanthuridae,Acanthurus tennentii,46.268532,-9.370351
R1,Acanthuridae,Acanthurus leucosternon,46.268532,-9.370351
R1,Acanthuridae, sp,46.268532,-9.370351
R10,Labridae,Thalassoma hebraicum,46.206116,-9.378648
R10,Balistidae,Sufflamen fraenatum,46.206116,-9.378648
R10,Haemulidae,Plectorhinchus albovittatus,46.206116,-9.378648
R10,Mullidae,Parupeneus macronemus,46.206116,-9.378648
R10,Mullidae,Parupeneus indicus,46.206116,-9.378648
R10,Mullidae,Parupeneus cyclostomus,46.206116,-9.378648
R10,Mullidae,Parupeneus barberinus,46.206116,-9.378648
R10,Balistidae,Odonus niger,46.206116,-9.378648
R10,Acanthuridae,Naso brevirostris,46.206116,-9.378648
R10,Balistidae,Melichthys indicus,46.206116,-9.378648
R10,Malacanthidae,Malacanthus brevirostris,46.206116,-9.378648
R10,Lethrinidae,Lethrinus xanthochilus,46.206116,-9.378648
R10,Labridae,Coris cuvieri,46.206116,-9.378648
R10,Labridae,Coris caudimacula,46.206116,-9.378648
R10,Carangidae,Caranx melampygus,46.206116,-9.378648
R10,Gobiidae,Amblyeleotris aurora,46.206116,-9.378648
R10,Carangidae, sp,46.206116,-9.378648
R11,Lethrinidae,Lethrinus nebulosus,46.204758,-9.434577
R11,Microdesmidae,Gunnellichthys viridescens,46.204758,-9.434577
R11,Carcharhinidae,Carcharhinus amblyrhynchos,46.204758,-9.434577
R11,Carangidae,Caranx melampygus,46.204758,-9.434577
R11,Carangidae,Carangoides orthogrammus,46.204758,-9.434577
R11,Acanthuridae,Acanthurus xanthopterus,46.204758,-9.434577
R11,Scaridae, sp,46.204758,-9.434577
R12,Zanclidae,Zanclus cornutus,46.210031,-9.43459
R12,Serranidae,Variola louti,46.210031,-9.43459
R12,Labridae,Thalassoma hebraicum,46.210031,-9.43459
R12,Labridae,Thalassoma amblycephalum,46.210031,-9.43459
R12,Labridae,Stethojulis albovittata,46.210031,-9.43459
R12,Labridae,Pseudodax moluccanus,46.210031,-9.43459
R12,Serranidae,Pseudanthias sp,46.210031,-9.43459
R12,Pomacanthidae,Pomacanthus imperator,46.210031,-9.43459
R12,Pomacentridae,Plectroglyphidodon lacrymatus,46.210031,-9.43459
R12,Pomacentridae,Plectroglyphidodon johnstonianus,46.210031,-9.43459
R12,Haemulidae,Plectorhinchus vittatus,46.210031,-9.43459
R12,Haemulidae,Plectorhinchus albovittatus,46.210031,-9.43459
R12,Ephippidae,Platax orbicularis,46.210031,-9.43459
R12,Blenniidae,Plagiotremus rhinorhynchos,46.210031,-9.43459
R12,Mullidae,Parupeneus macronemus,46.210031,-9.43459
R12,Mullidae,Parupeneus indicus,46.210031,-9.43459
R12,Mullidae,Parupeneus cyclostomus,46.210031,-9.43459
R12,Cirrhitidae,Paracirrhites forsteri,46.210031,-9.43459
R12,Acanthuridae,Naso elegans,46.210031,-9.43459
R12,Acanthuridae,Naso annulatus,46.210031,-9.43459
R12,Balistidae,Melichthys indicus,46.210031,-9.43459
R12,Lutjanidae,Macolor niger,46.210031,-9.43459
R12,Lutjanidae,Lutjanus rivulatus,46.210031,-9.43459
R12,Lutjanidae,Lutjanus gibbus,46.210031,-9.43459
R12,Lutjanidae,Lutjanus bohar,46.210031,-9.43459
R12,Lethrinidae,Lethrinus olivaceus,46.210031,-9.43459
R12,Labridae,Labroides dimidiatus,46.210031,-9.43459
R12,Labridae,Labroides bicolor,46.210031,-9.43459
R12,Labridae,Halichoeres hortulanus,46.210031,-9.43459
R12,Labridae,Halichoeres cosmetus,46.210031,-9.43459
R12,Lethrinidae,Gymnocranius grandoculis,46.210031,-9.43459
R12,Labridae,Gomphosus caeruleus,46.210031,-9.43459
R12,Serranidae,Epinephelus spilotoceps,46.210031,-9.43459
R12,Acanthuridae,Ctenochaetus truncatus,46.210031,-9.43459
R12,Acanthuridae,Ctenochaetus binotatus,46.210031,-9.43459
R12,Blenniidae,Cirripectes filamentosus,46.210031,-9.43459
R12,Pomacentridae,Chromis ternatensis,46.210031,-9.43459
R12,Pomacentridae,Chromis nigrura,46.210031,-9.43459
R12,Pomacentridae,Chromis fieldi,46.210031,-9.43459
R12,Cheloniidae,Chelonia mydas,46.210031,-9.43459
