OpCode,Family,Species,Longitude,Latitude
BR38,Lutjanidae, sp,46.384012,-9.36607
BR39,Carcharhinidae,Negaprion acutidens,46.386593,-9.363422
BR39,Carcharhinidae,Carcharhinus melanopterus,46.386593,-9.363422
BR4,Serranidae,Variola louti,46.271047,-9.367506
BR4,Labridae,Thalassoma amblycephalum,46.271047,-9.367506
BR4,Balistidae,Sufflamen fraenatum,46.271047,-9.367506
BR4,Balistidae,Sufflamen chrysopterum,46.271047,-9.367506
BR4,Labridae,Pseudocheilinus evanidus,46.271047,-9.367506
BR4,Serranidae,Pseudanthias sp,46.271047,-9.367506
BR4,Serranidae,Pseudanthias cooperi,46.271047,-9.367506
BR4,Pomacanthidae,Pomacanthus imperator,46.271047,-9.367506
BR4,Blenniidae,Plagiotremus tapeinosoma,46.271047,-9.367506
BR4,Mullidae,Parupeneus pleurostigma,46.271047,-9.367506
BR4,Mullidae,Parupeneus macronemus,46.271047,-9.367506
BR4,Mullidae,Parupeneus indicus,46.271047,-9.367506
BR4,Mullidae,Parupeneus barberinus,46.271047,-9.367506
BR4,Labridae,Oxycheilinus bimaculatus,46.271047,-9.367506
BR4,Labridae,Oxycheilinus arenatus,46.271047,-9.367506
BR4,Lethrinidae,Monotaxis grandoculis,46.271047,-9.367506
BR4,Balistidae,Melichthys indicus,46.271047,-9.367506
BR4,Malacanthidae,Malacanthus brevirostris,46.271047,-9.367506
BR4,Labridae,Macropharyngodon bipartitus,46.271047,-9.367506
BR4,Lutjanidae,Lutjanus rivulatus,46.271047,-9.367506
BR4,Lutjanidae,Lutjanus bohar,46.271047,-9.367506
BR4,Lethrinidae,Lethrinus rubrioperculatus,46.271047,-9.367506
BR4,Labridae,Labroides dimidiatus,46.271047,-9.367506
BR4,Labridae,Labroides bicolor,46.271047,-9.367506
BR4,Labridae,Hologymnosus doliatus,46.271047,-9.367506
BR4,Labridae,Halichoeres iridis,46.271047,-9.367506
BR4,Labridae,Halichoeres cosmetus,46.271047,-9.367506
BR4,Microdesmidae,Gunnellichthys sp,46.271047,-9.367506
BR4,Serranidae,Gracila albomarginata,46.271047,-9.367506
BR4,Serranidae,Epinephelus tukula,46.271047,-9.367506
BR4,Labridae,Coris caudimacula,46.271047,-9.367506
BR4,Labridae,Cirrhilabrus wakanda,46.271047,-9.367506
BR4,Labridae,Cheilinus undulatus,46.271047,-9.367506
BR4,Chaetodontidae,Chaetodon auriga,46.271047,-9.367506
BR4,Pomacanthidae,Centropyge acanthops,46.271047,-9.367506
BR4,Carcharhinidae,Carcharhinus melanopterus,46.271047,-9.367506
BR4,Carcharhinidae,Carcharhinus amblyrhynchos,46.271047,-9.367506
BR4,Carangidae,Caranx ignobilis,46.271047,-9.367506
BR4,Labridae,Bodianus bilunulatus,46.271047,-9.367506
BR4,Balistidae,Balistapus undulatus,46.271047,-9.367506
BR4,Lutjanidae,Aphareus furca,46.271047,-9.367506
BR4,Gobiidae,Amblyeleotris aurora,46.271047,-9.367506
BR4,Acanthuridae,Acanthurus thompsoni,46.271047,-9.367506
BR40,Zanclidae,Zanclus cornutus,46.390547,-9.365082
BR40,Serranidae,Variola louti,46.390547,-9.365082
BR40,Labridae,Thalassoma hebraicum,46.390547,-9.365082
BR40,Balistidae,Sufflamen chrysopterum,46.390547,-9.365082
BR40,Labridae,Stethojulis interrupta,46.390547,-9.365082
BR40,Labridae,Stethojulis albovittata,46.390547,-9.365082
BR40,Scaridae,Scarus tricolor,46.390547,-9.365082
BR40,Pomacanthidae,Pomacanthus imperator,46.390547,-9.365082
BR40,Blenniidae,Plagiotremus tapeinosoma,46.390547,-9.365082
BR40,Mullidae,Parupeneus macronemus,46.390547,-9.365082
BR40,Mullidae,Parupeneus indicus,46.390547,-9.365082
BR40,Mullidae,Parupeneus cyclostomus,46.390547,-9.365082
BR40,Labridae,Oxycheilinus bimaculatus,46.390547,-9.365082
BR40,Carcharhinidae,Negaprion acutidens,46.390547,-9.365082
BR40,Acanthuridae,Naso unicornis,46.390547,-9.365082
BR40,Acanthuridae,Naso elegans,46.390547,-9.365082
BR40,Acanthuridae,Naso brevirostris,46.390547,-9.365082
BR40,Balistidae,Melichthys niger,46.390547,-9.365082
BR40,Lutjanidae,Lutjanus bohar,46.390547,-9.365082
BR40,Lethrinidae,Lethrinus rubrioperculatus,46.390547,-9.365082
BR40,Lethrinidae,Lethrinus lentjan,46.390547,-9.365082
BR40,Labridae,Labroides dimidiatus,46.390547,-9.365082
BR40,Labridae,Labroides bicolor,46.390547,-9.365082
BR40,Labridae,Hemigymnus fasciatus,46.390547,-9.365082
BR40,Labridae,Halichoeres hortulanus,46.390547,-9.365082
BR40,Labridae,Halichoeres cosmetus,46.390547,-9.365082
BR40,Labridae,Gomphosus caeruleus,46.390547,-9.365082
BR40,Chaetodontidae,Forcipiger flavissimus,46.390547,-9.365082
BR40,Serranidae,Epinephelus tukula,46.390547,-9.365082
BR40,Serranidae,Epinephelus polyphekadion,46.390547,-9.365082
BR40,Serranidae,Epinephelus fasciatus,46.390547,-9.365082
BR40,Acanthuridae,Ctenochaetus striatus,46.390547,-9.365082
BR40,Labridae,Coris cuvieri,46.390547,-9.365082
BR40,Pomacentridae,Chromis weberi,46.390547,-9.365082
BR40,Pomacentridae,Chromis fieldi,46.390547,-9.365082
BR40,Labridae,Cheilinus undulatus,46.390547,-9.365082
BR40,Labridae,Cheilinus trilobatus,46.390547,-9.365082
BR40,Chaetodontidae,Chaetodon lunula,46.390547,-9.365082
BR40,Chaetodontidae,Chaetodon interruptus,46.390547,-9.365082
BR40,Chaetodontidae,Chaetodon guttatissimus,46.390547,-9.365082
BR40,Chaetodontidae,Chaetodon auriga,46.390547,-9.365082
BR40,Serranidae,Cephalopholis spiloparaea,46.390547,-9.365082
BR40,Serranidae,Cephalopholis nigripinnis,46.390547,-9.365082
BR40,Serranidae,Cephalopholis miniata,46.390547,-9.365082
BR40,Serranidae,Cephalopholis argus,46.390547,-9.365082
BR40,Pomacanthidae,Centropyge multispinis,46.390547,-9.365082
BR40,Carcharhinidae,Carcharhinus melanopterus,46.390547,-9.365082
BR40,Carcharhinidae,Carcharhinus amblyrhynchos,46.390547,-9.365082
BR40,Carangidae,Caranx melampygus,46.390547,-9.365082
BR40,Carangidae,Caranx ignobilis,46.390547,-9.365082
BR40,Labridae,Bodianus diana,46.390547,-9.365082
BR40,Balistidae,Balistapus undulatus,46.390547,-9.365082
BR40,Pomacanthidae,Apolemichthys trimaculatus,46.390547,-9.365082
BR40,Lutjanidae,Aphareus furca,46.390547,-9.365082
BR40,Lutjanidae, sp,46.390547,-9.365082
BR41,Serranidae,Plectropomus laevis,46.368836,-9.365262
BR41,Pinguipedidae,Parapercis schauinslandii,46.368836,-9.365262
BR41,Acanthuridae,Naso hexacanthus,46.368836,-9.365262
BR41,Lutjanidae,Lutjanus bohar,46.368836,-9.365262
BR41,Lethrinidae,Lethrinus xanthochilus,46.368836,-9.365262
BR41,Lethrinidae,Lethrinus olivaceus,46.368836,-9.365262
BR41,Lethrinidae,Lethrinus nebulosus,46.368836,-9.365262
BR41,Lethrinidae,Gymnocranius grandoculis,46.368836,-9.365262
BR41,Carangidae,Gnathanodon speciosus,46.368836,-9.365262
BR41,Serranidae,Epinephelus tukula,46.368836,-9.365262
BR41,Carcharhinidae,Carcharhinus amblyrhynchos,46.368836,-9.365262
BR41,Carangidae,Caranx melampygus,46.368836,-9.365262
BR41,Balistidae,Balistoides viridescens,46.368836,-9.365262
BR41,Acanthuridae,Acanthurus xanthopterus,46.368836,-9.365262
BR42,Acanthuridae,Zebrasoma scopas,46.370832,-9.367393
BR42,Zanclidae,Zanclus cornutus,46.370832,-9.367393
BR42,Serranidae,Variola louti,46.370832,-9.367393
BR42,Labridae,Thalassoma lunare,46.370832,-9.367393
BR42,Labridae,Thalassoma hebraicum,46.370832,-9.367393
BR42,Scaridae,Scarus tricolor,46.370832,-9.367393
BR42,Pomacanthidae,Pygoplites diacanthus,46.370832,-9.367393
BR42,Caesionidae,Pterocaesio tile,46.370832,-9.367393
BR42,Labridae,Pseudodax moluccanus,46.370832,-9.367393
BR42,Serranidae,Pseudanthias sp,46.370832,-9.367393
BR42,Pomacanthidae,Pomacanthus imperator,46.370832,-9.367393
BR42,Mullidae,Parupeneus indicus,46.370832,-9.367393
BR42,Labridae,Oxycheilinus digramma,46.370832,-9.367393
BR42,Holocentridae,Myripristis murdjan,46.370832,-9.367393
BR42,Balistidae,Melichthys indicus,46.370832,-9.367393
BR42,Lutjanidae,Lutjanus kasmira,46.370832,-9.367393
BR42,Lutjanidae,Lutjanus bohar,46.370832,-9.367393
BR42,Labridae,Labroides dimidiatus,46.370832,-9.367393
BR42,Labridae,Labroides bicolor,46.370832,-9.367393
BR42,Chaetodontidae,Hemitaurichthys zoster,46.370832,-9.367393
BR42,Labridae,Hemigymnus fasciatus,46.370832,-9.367393
BR42,Labridae,Halichoeres marginatus,46.370832,-9.367393
BR42,Labridae,Halichoeres hortulanus,46.370832,-9.367393
BR42,Labridae,Halichoeres cosmetus,46.370832,-9.367393
BR42,Muraenidae,Gymnothorax javanicus,46.370832,-9.367393
BR42,Labridae,Gomphosus caeruleus,46.370832,-9.367393
BR42,Chaetodontidae,Forcipiger flavissimus,46.370832,-9.367393
BR42,Labridae,Epibulus insidiator,46.370832,-9.367393
BR42,Acanthuridae,Ctenochaetus truncatus,46.370832,-9.367393
BR42,Pomacentridae,Chromis xutha,46.370832,-9.367393
BR42,Pomacentridae,Chromis fieldi,46.370832,-9.367393
BR42,Scaridae,Chlorurus sordidus,46.370832,-9.367393
BR42,Labridae,Cheilinus undulatus,46.370832,-9.367393
BR42,Chaetodontidae,Chaetodon meyeri,46.370832,-9.367393
BR42,Chaetodontidae,Chaetodon melannotus,46.370832,-9.367393
BR42,Chaetodontidae,Chaetodon lineolatus,46.370832,-9.367393
BR42,Chaetodontidae,Chaetodon kleinii,46.370832,-9.367393
BR42,Chaetodontidae,Chaetodon guttatissimus,46.370832,-9.367393
BR42,Chaetodontidae,Chaetodon falcula,46.370832,-9.367393
BR42,Serranidae,Cephalopholis argus,46.370832,-9.367393
BR42,Pomacanthidae,Centropyge multispinis,46.370832,-9.367393
BR42,Carcharhinidae,Carcharhinus melanopterus,46.370832,-9.367393
BR42,Carcharhinidae,Carcharhinus amblyrhynchos,46.370832,-9.367393
BR42,Carangidae,Caranx melampygus,46.370832,-9.367393
BR42,Labridae,Bodianus bimaculatus,46.370832,-9.367393
BR42,Labridae,Bodianus axillaris,46.370832,-9.367393
BR42,Balistidae,Balistoides viridescens,46.370832,-9.367393
BR42,Balistidae,Balistapus undulatus,46.370832,-9.367393
BR42,Aulostomidae,Aulostomus chinensis,46.370832,-9.367393
BR42,Tetraodontidae,Arothron nigropunctatus,46.370832,-9.367393
BR42,Lutjanidae,Aphareus furca,46.370832,-9.367393
BR42,Labridae,Anampses twistii,46.370832,-9.367393
BR42,Labridae,Anampses lineatus,46.370832,-9.367393
BR42,Acanthuridae,Acanthurus thompsoni,46.370832,-9.367393
BR42,Acanthuridae,Acanthurus nigrofuscus,46.370832,-9.367393
BR42,Acanthuridae,Acanthurus nigricauda,46.370832,-9.367393
BR42,Carangidae, sp,46.370832,-9.367393
BR43,Acanthuridae,Zebrasoma desjardinii,46.365855,-9.36911
BR43,Serranidae,Variola louti,46.365855,-9.36911
BR43,Labridae,Thalassoma hebraicum,46.365855,-9.36911
BR43,Labridae,Thalassoma amblycephalum,46.365855,-9.36911
BR43,Balistidae,Sufflamen bursa,46.365855,-9.36911
BR43,Labridae,Stethojulis interrupta,46.365855,-9.36911
BR43,Siganidae,Siganus stellatus,46.365855,-9.36911
BR43,Siganidae,Siganus argenteus,46.365855,-9.36911
BR43,Scaridae,Scarus rubroviolaceus,46.365855,-9.36911
BR43,Labridae,Pseudodax moluccanus,46.365855,-9.36911
BR43,Labridae,Pseudocheilinus hexataenia,46.365855,-9.36911
BR43,Haemulidae,Plectorhinchus playfairi,46.365855,-9.36911
BR43,Blenniidae,Plagiotremus rhinorhynchos,46.365855,-9.36911
BR43,Mullidae,Parupeneus macronemus,46.365855,-9.36911
BR43,Cirrhitidae,Paracirrhites arcatus,46.365855,-9.36911
BR43,Labridae,Oxycheilinus digramma,46.365855,-9.36911
BR43,Carcharhinidae,Negaprion acutidens,46.365855,-9.36911
BR43,Ginglymostomatidae,Nebrius ferrugineus,46.365855,-9.36911
BR43,Acanthuridae,Naso elegans,46.365855,-9.36911
BR43,Acanthuridae,Naso brevirostris,46.365855,-9.36911
BR43,Lethrinidae,Monotaxis grandoculis,46.365855,-9.36911
BR43,Balistidae,Melichthys niger,46.365855,-9.36911
BR43,Balistidae,Melichthys indicus,46.365855,-9.36911
BR43,Lutjanidae,Macolor niger,46.365855,-9.36911
BR43,Lutjanidae,Lutjanus rivulatus,46.365855,-9.36911
BR43,Lutjanidae,Lutjanus gibbus,46.365855,-9.36911
BR43,Lutjanidae,Lutjanus bohar,46.365855,-9.36911
BR43,Lethrinidae,Lethrinus crocineus,46.365855,-9.36911
BR43,Labridae,Labroides dimidiatus,46.365855,-9.36911
BR43,Labridae,Labroides bicolor,46.365855,-9.36911
BR43,Scaridae,Hipposcarus harid,46.365855,-9.36911
BR43,Chaetodontidae,Heniochus diphreutes,46.365855,-9.36911
BR43,Labridae,Halichoeres hortulanus,46.365855,-9.36911
BR43,Labridae,Halichoeres cosmetus,46.365855,-9.36911
BR43,Labridae,Gomphosus caeruleus,46.365855,-9.36911
BR43,Serranidae,Epinephelus tukula,46.365855,-9.36911
BR43,Serranidae,Epinephelus polyphekadion,46.365855,-9.36911
BR43,Acanthuridae,Ctenochaetus striatus,46.365855,-9.36911
BR43,Labridae,Coris aygula,46.365855,-9.36911
BR43,Labridae,Cirrhilabrus exquisitus,46.365855,-9.36911
BR43,Pomacentridae,Chromis weberi,46.365855,-9.36911
BR43,Pomacentridae,Chromis ternatensis,46.365855,-9.36911
BR43,Pomacentridae,Chromis nigrura,46.365855,-9.36911
BR43,Pomacentridae,Chromis fieldi,46.365855,-9.36911
BR43,Scaridae,Chlorurus strongylocephalus,46.365855,-9.36911
BR43,Scaridae,Chlorurus sordidus,46.365855,-9.36911
BR43,Scaridae,Chlorurus gibbus,46.365855,-9.36911
BR43,Cheloniidae,Chelonia mydas,46.365855,-9.36911
BR43,Labridae,Cheilinus undulatus,46.365855,-9.36911
BR43,Chaetodontidae,Chaetodon guttatissimus,46.365855,-9.36911
BR43,Chaetodontidae,Chaetodon auriga,46.365855,-9.36911
BR43,Serranidae,Cephalopholis sonnerati,46.365855,-9.36911
BR43,Serranidae,Cephalopholis argus,46.365855,-9.36911
BR43,Pomacanthidae,Centropyge multispinis,46.365855,-9.36911
BR43,Carcharhinidae,Carcharhinus melanopterus,46.365855,-9.36911
BR43,Carcharhinidae,Carcharhinus amblyrhynchos,46.365855,-9.36911
BR43,Carangidae,Caranx melampygus,46.365855,-9.36911
BR43,Carangidae,Caranx ignobilis,46.365855,-9.36911
BR43,Labridae,Bodianus diana,46.365855,-9.36911
BR43,Balistidae,Balistoides viridescens,46.365855,-9.36911
BR43,Balistidae,Balistapus undulatus,46.365855,-9.36911
BR43,Lutjanidae,Aphareus furca,46.365855,-9.36911
BR43,Labridae,Anampses lineatus,46.365855,-9.36911
BR43,Serranidae,Aethaloperca rogaa,46.365855,-9.36911
BR43,Acanthuridae,Acanthurus tennentii,46.365855,-9.36911
BR43,Acanthuridae,Acanthurus nigrofuscus,46.365855,-9.36911
BR43,Acanthuridae,Acanthurus leucosternon,46.365855,-9.36911
BR43,Acanthuridae,Acanthurus dussumieri,46.365855,-9.36911
BR43,Labridae, sp,46.365855,-9.36911
BR44,Serranidae,Variola louti,46.350585,-9.365138
BR44,Sphyraenidae,Sphyraena barracuda,46.350585,-9.365138
BR44,Pomacanthidae,Pomacanthus imperator,46.350585,-9.365138
BR44,Acanthuridae,Naso vlamingii,46.350585,-9.365138
BR44,Malacanthidae,Malacanthus brevirostris,46.350585,-9.365138
BR44,Lutjanidae,Lutjanus bohar,46.350585,-9.365138
BR44,Lethrinidae,Lethrinus olivaceus,46.350585,-9.365138
BR44,Lethrinidae,Lethrinus nebulosus,46.350585,-9.365138
BR44,Serranidae,Epinephelus tukula,46.350585,-9.365138
BR44,Carcharhinidae,Carcharhinus amblyrhynchos,46.350585,-9.365138
BR44,Carangidae,Caranx melampygus,46.350585,-9.365138
BR45,Acanthuridae,Zebrasoma desjardinii,46.35513,-9.367637
BR45,Zanclidae,Zanclus cornutus,46.35513,-9.367637
BR45,Serranidae,Variola louti,46.35513,-9.367637
BR45,Labridae,Thalassoma hebraicum,46.35513,-9.367637
BR45,Balistidae,Sufflamen chrysopterum,46.35513,-9.367637
BR45,Labridae,Stethojulis albovittata,46.35513,-9.367637
BR45,Scaridae,Scarus tricolor,46.35513,-9.367637
BR45,Scaridae,Scarus psittacus,46.35513,-9.367637
BR45,Scaridae,Scarus festivus,46.35513,-9.367637
BR45,Caesionidae,Pterocaesio tile,46.35513,-9.367637
BR45,Labridae,Pseudocheilinus hexataenia,46.35513,-9.367637
BR45,Labridae,Pseudocheilinus evanidus,46.35513,-9.367637
BR45,Serranidae,Pseudanthias squamipinnis,46.35513,-9.367637
BR45,Serranidae,Pseudanthias bimaculatus,46.35513,-9.367637
BR45,Blenniidae,Plagiotremus tapeinosoma,46.35513,-9.367637
BR45,Blenniidae,Plagiotremus rhinorhynchos,46.35513,-9.367637
BR45,Mullidae,Parupeneus pleurostigma,46.35513,-9.367637
BR45,Mullidae,Parupeneus macronemus,46.35513,-9.367637
BR45,Mullidae,Parupeneus indicus,46.35513,-9.367637
BR45,Mullidae,Parupeneus cyclostomus,46.35513,-9.367637
BR45,Mullidae,Parupeneus barberinus,46.35513,-9.367637
BR45,Cirrhitidae,Paracirrhites forsteri,46.35513,-9.367637
BR45,Labridae,Oxycheilinus digramma,46.35513,-9.367637
BR45,Labridae,Oxycheilinus bimaculatus,46.35513,-9.367637
BR45,Carcharhinidae,Negaprion acutidens,46.35513,-9.367637
BR45,Acanthuridae,Naso vlamingii,46.35513,-9.367637
BR45,Acanthuridae,Naso hexacanthus,46.35513,-9.367637
BR45,Acanthuridae,Naso brevirostris,46.35513,-9.367637
BR45,Lethrinidae,Monotaxis grandoculis,46.35513,-9.367637
BR45,Mobulidae,Mobula kuhlii,46.35513,-9.367637
BR45,Balistidae,Melichthys indicus,46.35513,-9.367637
BR45,Lutjanidae,Lutjanus kasmira,46.35513,-9.367637
BR45,Lutjanidae,Lutjanus gibbus,46.35513,-9.367637
BR45,Lutjanidae,Lutjanus bohar,46.35513,-9.367637
BR45,Lethrinidae,Lethrinus rubrioperculatus,46.35513,-9.367637
BR45,Lethrinidae,Lethrinus olivaceus,46.35513,-9.367637
BR45,Lethrinidae,Lethrinus obsoletus,46.35513,-9.367637
BR45,Lethrinidae,Lethrinus nebulosus,46.35513,-9.367637
BR45,Labridae,Labropsis xanthonota,46.35513,-9.367637
BR45,Labridae,Labroides dimidiatus,46.35513,-9.367637
BR45,Labridae,Labroides bicolor,46.35513,-9.367637
BR45,Chaetodontidae,Heniochus monoceros,46.35513,-9.367637
BR45,Chaetodontidae,Heniochus diphreutes,46.35513,-9.367637
BR45,Chaetodontidae,Hemitaurichthys zoster,46.35513,-9.367637
BR45,Labridae,Hemigymnus fasciatus,46.35513,-9.367637
BR45,Labridae,Halichoeres hortulanus,46.35513,-9.367637
BR45,Labridae,Halichoeres cosmetus,46.35513,-9.367637
BR45,Labridae,Gomphosus caeruleus,46.35513,-9.367637
BR45,Carangidae,Gnathanodon speciosus,46.35513,-9.367637
BR45,Chaetodontidae,Forcipiger flavissimus,46.35513,-9.367637
BR45,Serranidae,Epinephelus tukula,46.35513,-9.367637
BR45,Pomacentridae,Dascyllus trimaculatus,46.35513,-9.367637
BR45,Acanthuridae,Ctenochaetus truncatus,46.35513,-9.367637
BR45,Acanthuridae,Ctenochaetus striatus,46.35513,-9.367637
BR45,Labridae,Coris formosa,46.35513,-9.367637
BR45,Labridae,Coris aygula,46.35513,-9.367637
BR45,Pomacentridae,Chromis opercularis,46.35513,-9.367637
BR45,Pomacentridae,Chromis fieldi,46.35513,-9.367637
BR45,Scaridae,Chlorurus sordidus,46.35513,-9.367637
BR45,Labridae,Cheilinus trilobatus,46.35513,-9.367637
BR45,Chaetodontidae,Chaetodon kleinii,46.35513,-9.367637
BR45,Chaetodontidae,Chaetodon guttatissimus,46.35513,-9.367637
BR45,Chaetodontidae,Chaetodon falcula,46.35513,-9.367637
BR45,Chaetodontidae,Chaetodon auriga,46.35513,-9.367637
BR45,Serranidae,Cephalopholis nigripinnis,46.35513,-9.367637
BR45,Pomacanthidae,Centropyge multispinis,46.35513,-9.367637
BR45,Carcharhinidae,Carcharhinus melanopterus,46.35513,-9.367637
BR45,Carcharhinidae,Carcharhinus amblyrhynchos,46.35513,-9.367637
BR45,Carangidae,Caranx melampygus,46.35513,-9.367637
BR45,Caesionidae,Caesio xanthonota,46.35513,-9.367637
BR45,Labridae,Bodianus bilunulatus,46.35513,-9.367637
BR45,Balistidae,Balistoides viridescens,46.35513,-9.367637
BR45,Balistidae,Balistapus undulatus,46.35513,-9.367637
BR45,Lutjanidae,Aphareus furca,46.35513,-9.367637
BR45,Labridae,Anampses meleagrides,46.35513,-9.367637
BR45,Serranidae,Aethaloperca rogaa,46.35513,-9.367637
BR45,Acanthuridae,Acanthurus tennentii,46.35513,-9.367637
BR45,Acanthuridae,Acanthurus nigrofuscus,46.35513,-9.367637
BR45,Acanthuridae,Acanthurus nigricauda,46.35513,-9.367637
BR45,Acanthuridae,Acanthurus leucocheilus,46.35513,-9.367637
BR45,Acanthuridae,Acanthurus dussumieri,46.35513,-9.367637
BR45,Labridae, sp,46.35513,-9.367637
BR46,Serranidae,Variola louti,46.290617,-9.365856
BR46,Labridae,Thalassoma lunare,46.290617,-9.365856
BR46,Labridae,Stethojulis interrupta,46.290617,-9.365856
BR46,Siganidae,Siganus stellatus,46.290617,-9.365856
BR46,Scaridae,Scarus scaber,46.290617,-9.365856
BR46,Serranidae,Pseudanthias cooperi,46.290617,-9.365856
BR46,Pomacanthidae,Pomacanthus imperator,46.290617,-9.365856
BR46,Mullidae,Parupeneus pleurostigma,46.290617,-9.365856
BR46,Mullidae,Parupeneus macronemus,46.290617,-9.365856
BR46,Mullidae,Parupeneus cyclostomus,46.290617,-9.365856
BR46,Acanthuridae,Naso hexacanthus,46.290617,-9.365856
BR46,Acanthuridae,Naso brevirostris,46.290617,-9.365856
BR46,Lethrinidae,Monotaxis grandoculis,46.290617,-9.365856
BR46,Malacanthidae,Malacanthus latovittatus,46.290617,-9.365856
BR46,Malacanthidae,Malacanthus brevirostris,46.290617,-9.365856
BR46,Lethrinidae,Lethrinus xanthochilus,46.290617,-9.365856
BR46,Congridae,heteroconger hassi,46.290617,-9.365856
BR46,Labridae,Halichoeres iridis,46.290617,-9.365856
BR46,Labridae,Halichoeres hortulanus,46.290617,-9.365856
BR46,Echeneidae,Echeneis naucrates,46.290617,-9.365856
BR46,Labridae,Coris caudimacula,46.290617,-9.365856
BR46,Pomacentridae,Chromis weberi,46.290617,-9.365856
BR46,Chaetodontidae,Chaetodon kleinii,46.290617,-9.365856
BR46,Chaetodontidae,Chaetodon auriga,46.290617,-9.365856
BR46,Serranidae,Cephalopholis nigripinnis,46.290617,-9.365856
BR46,Carcharhinidae,Carcharhinus melanopterus,46.290617,-9.365856
BR46,Carcharhinidae,Carcharhinus amblyrhynchos,46.290617,-9.365856
BR46,Carangidae,Caranx melampygus,46.290617,-9.365856
BR46,Labridae,Bodianus diana,46.290617,-9.365856
BR46,Labridae,Bodianus bilunulatus,46.290617,-9.365856
BR46,Balistidae,Balistoides viridescens,46.290617,-9.365856
BR46,Balistidae,Balistapus undulatus,46.290617,-9.365856
BR46,Lutjanidae,Aphareus furca,46.290617,-9.365856
BR47,Acanthuridae,Zebrasoma scopas,46.305865,-9.367426
BR47,Acanthuridae,Zebrasoma desjardinii,46.305865,-9.367426
BR47,Zanclidae,Zanclus cornutus,46.305865,-9.367426
BR47,Serranidae,Variola louti,46.305865,-9.367426
BR47,Labridae,Thalassoma hebraicum,46.305865,-9.367426
BR47,Labridae,Thalassoma amblycephalum,46.305865,-9.367426
BR47,Scaridae,Scarus tricolor,46.305865,-9.367426
BR47,Scaridae,Scarus rubroviolaceus,46.305865,-9.367426
BR47,Pomacanthidae,Pygoplites diacanthus,46.305865,-9.367426
BR47,Labridae,Pseudocheilinus evanidus,46.305865,-9.367426
BR47,Serranidae,Pseudanthias bimaculatus,46.305865,-9.367426
BR47,Pomacentridae,Pomacentrus caeruleus,46.305865,-9.367426
BR47,Pomacanthidae,Pomacanthus imperator,46.305865,-9.367426
BR47,Ephippidae,Platax orbicularis,46.305865,-9.367426
BR47,Blenniidae,Plagiotremus tapeinosoma,46.305865,-9.367426
BR47,Mullidae,Parupeneus indicus,46.305865,-9.367426
BR47,Mullidae,Parupeneus cyclostomus,46.305865,-9.367426
BR47,Cirrhitidae,Paracirrhites forsteri,46.305865,-9.367426
BR47,Cirrhitidae,Paracirrhites arcatus,46.305865,-9.367426
BR47,Labridae,Oxycheilinus digramma,46.305865,-9.367426
BR47,Balistidae,Odonus niger,46.305865,-9.367426
BR47,Acanthuridae,Naso elegans,46.305865,-9.367426
BR47,Acanthuridae,Naso brevirostris,46.305865,-9.367426
BR47,Acanthuridae,Naso brachycentron,46.305865,-9.367426
BR47,Lethrinidae,Monotaxis grandoculis,46.305865,-9.367426
BR47,Balistidae,Melichthys niger,46.305865,-9.367426
BR47,Balistidae,Melichthys indicus,46.305865,-9.367426
BR47,Lutjanidae,Lutjanus gibbus,46.305865,-9.367426
BR47,Lutjanidae,Lutjanus bohar,46.305865,-9.367426
BR47,Lethrinidae,Lethrinus rubrioperculatus,46.305865,-9.367426
BR47,Lethrinidae,Lethrinus crocineus,46.305865,-9.367426
BR47,Labridae,Hologymnosus annulatus,46.305865,-9.367426
BR47,Scaridae,Hipposcarus harid,46.305865,-9.367426
BR47,Chaetodontidae,Heniochus monoceros,46.305865,-9.367426
BR47,Chaetodontidae,Hemitaurichthys zoster,46.305865,-9.367426
BR47,Labridae,Hemigymnus melapterus,46.305865,-9.367426
BR47,Labridae,Hemigymnus fasciatus,46.305865,-9.367426
BR47,Labridae,Halichoeres hortulanus,46.305865,-9.367426
BR47,Labridae,Halichoeres cosmetus,46.305865,-9.367426
BR47,Labridae,Gomphosus caeruleus,46.305865,-9.367426
BR47,Chaetodontidae,Forcipiger flavissimus,46.305865,-9.367426
BR47,Serranidae,Epinephelus tukula,46.305865,-9.367426
BR47,Serranidae,Epinephelus polyphekadion,46.305865,-9.367426
BR47,Acanthuridae,Ctenochaetus truncatus,46.305865,-9.367426
BR47,Acanthuridae,Ctenochaetus striatus,46.305865,-9.367426
BR47,Labridae,Coris aygula,46.305865,-9.367426
BR47,Pomacentridae,Chromis nigrura,46.305865,-9.367426
BR47,Pomacentridae,Chromis fieldi,46.305865,-9.367426
BR47,Scaridae,Chlorurus strongylocephalus,46.305865,-9.367426
BR47,Scaridae,Chlorurus sordidus,46.305865,-9.367426
BR47,Cheloniidae,Chelonia mydas,46.305865,-9.367426
BR47,Labridae,Cheilinus trilobatus,46.305865,-9.367426
BR47,Chaetodontidae,Chaetodon trifasciatus,46.305865,-9.367426
BR47,Chaetodontidae,Chaetodon meyeri,46.305865,-9.367426
BR47,Chaetodontidae,Chaetodon lunula,46.305865,-9.367426
BR47,Chaetodontidae,Chaetodon lineolatus,46.305865,-9.367426
BR47,Chaetodontidae,Chaetodon auriga,46.305865,-9.367426
BR47,Serranidae,Cephalopholis sonnerati,46.305865,-9.367426
