Taxonomic/Functional Group - All Species,
,
All Species Inside area A,
"779 records found, 443 Confirmed",
Probable,Confirmed
Heterodontus mexicanus,
Ginglymostoma cirratum,*
Rhincodon typus,
Pseudocarcharias kamoharai,
Alopias superciliosus,
Alopias pelagicus,
Alopias vulpinus,
Isurus oxyrinchus,
Mustelus lunulatus,
Mustelus henlei,*
Mustelus whitneyi,*
Mustelus dorsalis,
Carcharhinus albimarginatus,
Carcharhinus falciformis,
Carcharhinus leucas,*
Carcharhinus longimanus,
Carcharhinus altimus,
Carcharhinus galapagensis,
Carcharhinus limbatus,*
Carcharhinus cerdale,
Carcharhinus signatus,
Galeocerdo cuvier,
Nasolamia velox,
Negaprion brevirostris,
Prionace glauca,
Rhizoprionodon longurio,*
Triaenodon obesus,*
Sphyrna mokarran,
Sphyrna zygaena,
Sphyrna corona,
Sphyrna media,
Sphyrna tiburo,
Sphyrna lewini,
Echinorhinus cookei,
Squatina armata,
Torpedo peruana,
Diplobatis ommata,*
Narcine entemedor,*
Rhinobatos leucorhynchus,*
Rhinobatos prahli,*
Rhinobatos glaucostigma,*
Rhinobatos planiceps,
Zapteryx xyster,*
Raja equatorialis,
Raja cortezensis,
Raja velezi,*
Urobatis halleri,*
Urotrygon aspidura,
Urotrygon munda,
Urotrygon rogersi,
Urotrygon chilensis,*
Urotrygon nana,
Dasyatis longus,*
Dasyatis dipterura,*
Himantura pacifica,
Pteroplatytrygon violacea,
Gymnura marmorata,
Gymnura afuerae,
Aetobatus narinari,*
Pteromylaeus asperrimus,
Rhinoptera steindachneri,
Manta birostris,*
Mobula thurstoni,
Mobula japanica,
Mobula tarapacana,*
Mobula munkiana,
Hydrolagus macrophthalmus,
Harriotta raleighana,
Rhinochimaera pacifica,
Elops affinis,*
Megalops atlanticus,*
Albula esuncula,
Albula pacifica,
Pythonichthys asodes,
Neoconger vermiformis,*
Chlopsis apterus,*
Anarchias galapagensis,*
Echidna nebulosa,*
Echidna nocturna,*
Enchelycore octaviana,*
Enchelynassa canina,*
Gymnomuraena zebra,*
Gymnothorax buroensis,*
Gymnothorax dovii,*
Gymnothorax flavimarginatus,*
Gymnothorax undulatus,*
Gymnothorax phalarus,*
Gymnothorax castaneus,*
Gymnothorax equatorialis,*
Gymnothorax panamensis,*
Gymnothorax verrilli,*
Gymnothorax pictus,*
Gymnothorax javanicus,*
Muraena argus,*
Muraena lentiginosa,*
Muraena clepsydra,
Scuticaria tigrina,*
Uropterygius macrocephalus,*
Uropterygius versutus,*
Apterichtus equatorialis,*
Bascanichthys panamensis,
Bascanichthys cylindricus,
Callechelys eristigma,*
Echiophis brunneus,
Ichthyapus selachops,*
Letharchus rosenblatti,*
Myrichthys aspetocheiros,*
Myrichthys tigrinus,*
Myrophis vafer,*
Ophichthus longipenis,*
Ophichthus tetratrema,
Ophichthus frontalis,*
Ophichthus triserialis,
Ophichthus melope,*
Ophichthus apachus,
Ophichthus mecopterus,
Ophichthus remiger,
Ophichthus zophochir,
Paraletharchus pacificus,*
Phaenomonas pinnata,
Pisodonophis daspilotus,
Pseudomyrophis micropinna,
Quassiremus nothochir,*
Scytalichthys miurus,*
Cynoponticus coniceps,
Ariosoma gilberti,*
Chiloconger dentatus,
Gnathophis cinctus,*
Gorgasia punctata,*
Heteroconger klausewitzi,*
Heteroconger pellegrini,*
Japonoconger proriger,
Paraconger similis,
Paraconger californiensis,
Rhynchoconger nitens,*
Hoplunnis pacifica,
Ilisha fuerthii,
Neoopisthopterus tropicus,
Odontognathus panamensis,
Opisthopterus dovii,
Opisthopterus macrops,
Opisthopterus equatorialis,*
Pliosteostoma lutipinnis,
Anchoa eigenmannia,
Anchoa ischana,
Anchoa mundeola,
Anchoa scofieldi,
Anchoa starksi,
Anchoa nasus,
Anchoa argentivittata,*
Anchoa curta,
Anchoa exigua,*
Anchoa lucida,
Anchoa panamensis,
Anchoa spinifer,
Anchoa walkeri,
Anchoa chamensis,
Anchovia macrolepidota,
Anchoviella balboae,
Cetengraulis mysticetus,
Lycengraulis poeyi,
Etrumeus acuminatus,
Harengula thrissina,*
Lile nigrofasciata,
Lile stolifera,*
Opisthonema libertate,
Opisthonema bulleri,*
Opisthonema medirastre,*
Chanos chanos,*
Ariopsis seemanni,
Bagre pinnimaculatus,
Bagre panamensis,
Cathorops fuerthii,
Cathorops multiradiatus,
Cathorops hypophthalmus,
Cathorops tuyra,
Cathorops steindachneri,
Cathorops dasycephalus,
Notarius troschelii,
Notarius kessleri,
Notarius cookei,
Notarius planiceps,
Occidentarius platypogon,
Sciades dowii,*
Argentina aliceae,*
Synodus lacertinus,*
Synodus sechurae,*
Synodus evermanni,*
Synodus scituliceps,*
Chlorophthalmus mento,
Bregmaceros bathymaster,*
Physiculus talarae,*
Physiculus nematopus,*
Merluccius angustimanus,
Merluccius gayi,
Carapus dubius,*
Carapus mourlani,*
Echiodon exsilium,
Encheliophis vermicularis,
Brotula ordwayi,
Brotula clarkae,*
Cherublemma emmelas,
Lepophidium negropinna,*
Lepophidium prorates,*
Lepophidium hubbsi,*
Lepophidium microlepis,
Lepophidium pardale,*
Neobythites stelliferoides,*
Ophidion galeoides,*
Ophidion species B,
Ophidion fulvum,
Ophidion imitator,*
Otophidium indefatigabile,*
Petrotyx hopkinsi,*
Grammonus diagrammus,
Ogilbia sedorae,
Parasaccogaster normae,
Batrachoides pacifici,
Batrachoides boulengeri,
Daector reticulata,*
Daector dowi,
Daector schmitti,
Porichthys margaritatus,*
Porichthys greenei,
Lophiodes spilurus,*
Lophiodes caulinaris,*
Antennarius coccineus,*
Antennarius sanguineus,*
Antennarius avalonis,*
Antennarius commerson,*
Antennatus strigatus,*
Zalieutes elater,*
Agonostomus monticola,*
Chaenomugil proboscideus,*
Mugil cephalus,
Mugil hospes,
Mugil curema,*
Mugil setosus,
Xenomugil thoburni,
Atherinella argentea,*
Atherinella nepenthe,*
Atherinella starksi,*
Atherinella guatemalensis,
Atherinella eriarcha,*
Atherinella pachylepis,
Melanorhinus cyanellus,
Membras gilberti,*
Cheilopogon xenopterus,*
Cypselurus callopterus,*
Exocoetus monocirrhus,*
Exocoetus volitans,
Fodiator rostratus,*
Hirundichthys speculiger,
Hirundichthys marginatus,*
Hirundichthys rondeletii,
Parexocoetus brachypterus brachypterus,
Prognichthys sealei,
Prognichthys tringa,*
Euleptorhamphus viridis,
Hemiramphus saltator,*
Hyporhamphus gilli,
Hyporhamphus naos,*
Hyporhamphus snyderi,
Oxyporhamphus micropterus micropterus,
Ablennes hians,*
Platybelone argalus pterura,
Strongylura exilis,
Strongylura scapularis,
Tylosurus pacificus,
Tylosurus acus melanotus,*
Tylosurus crocodilus fodiator,*
Oxyzygonectes dovii,*
Poeciliopsis turrubarensis,*
Poeciliopsis elongata,*
Hoplostethus mento,*
Myripristis berndti,*
Myripristis leiognathus,*
Neoniphon suborbitalis,*
Bryx veleronis,*
Cosmocampus arctus,*
Doryrhamphus excisus,*
Hippocampus ingens,*
Microphis lineatus,
Syngnathus auliscus,*
Aulostomus chinensis,*
Fistularia corneta,*
Fistularia commersonii,*
Pontinus sierra,*
Pontinus furcirhinus,*
Pontinus clemensi,
Pontinus species A,*
Scorpaena histrio,*
Scorpaena russula,*
Scorpaena afuerae,
Scorpaena mystes,*
Scorpaenodes xyris,*
Bellator gymnostethus,*
Bellator xenisma,*
Bellator loxias,*
Prionotus birostratus,*
Prionotus ruscarius,
Prionotus teaguei,*
Prionotus albirostris,*
Prionotus horrens,*
Prionotus stephanophrys,*
Peristedion crustosum,
Peristedion barbiger,*
Centropomus unionensis,*
Centropomus nigrescens,*
Centropomus robalito,*
Centropomus viridis,
Centropomus armatus,
Centropomus medius,*
Alphestes immaculatus,*
Alphestes multiguttatus,*
Cephalopholis panamensis,*
Cephalopholis colonus,*
Dermatolepis dermatolepis,*
Diplectrum eumelum,*
Diplectrum labarum,
Diplectrum maximum,
Diplectrum rostrum,
Diplectrum euryplectrum,*
Diplectrum macropoma,
Diplectrum pacificum,*
Epinephelus labriformis,*
Epinephelus cifuentesi,*
Epinephelus quinquefasciatus,*
Epinephelus analogus,*
Hemanthias peruanus,*
Hemanthias signifer,*
